MT,
     StaID,        Freq[Hz],     Re(Zxx)_Cal,     Im(Zxx)_Cal,     Re(Zxy)_Cal,     Im(Zxy)_Cal,     Re(Zyx)_Cal,     Im(Zyx)_Cal,     Re(Zyy)_Cal,     Im(Zyy)_Cal,     Re(Zxx)_Res,     Im(Zxx)_Res,     Re(Zxy)_Res,     Im(Zxy)_Res,     Re(Zyx)_Res,     Im(Zyx)_Res,     Re(Zyy)_Res,     Im(Zyy)_Res,     Re(Zxx)_Obs,     Im(Zxx)_Obs,     Re(Zxy)_Obs,     Im(Zxy)_Obs,     Re(Zyx)_Obs,     Im(Zyx)_Obs,     Re(Zyy)_Obs,     Im(Zyy)_Obs,      Re(Zxx)_SD,      Im(Zxx)_SD,      Re(Zxy)_SD,      Im(Zxy)_SD,      Re(Zyx)_SD,      Im(Zyx)_SD,      Re(Zyy)_SD,      Im(Zyy)_SD,
        31,    2.930000e-03,    2.307719e-04,   -1.607459e-04,    2.586037e-04,   -1.920223e-04,   -1.113367e-03,    8.471643e-04,   -7.393363e-04,    3.954299e-04,    4.531655e-01,   -1.024429e-01,   -7.555578e-01,    1.289893e+00,    9.379077e-01,   -1.876832e+00,   -1.211791e+00,    1.167248e-01,    2.585700e-04,   -1.670300e-04,    2.354300e-04,   -1.524600e-04,   -1.084600e-03,    7.896000e-04,   -8.136700e-04,    4.025900e-04,    6.134200e-05,    6.134200e-05,    3.067100e-05,    3.067100e-05,    3.067100e-05,    3.067100e-05,    6.134200e-05,    6.134200e-05,
        32,    2.930000e-03,    8.386015e-04,   -5.548836e-04,    1.135267e-03,   -7.320580e-04,   -2.117852e-03,    1.676177e-03,   -1.290737e-03,    7.182426e-04,    7.339946e-01,    6.833466e-02,   -4.515308e-01,   -6.992058e-01,    1.284618e+00,   -2.849858e-01,   -1.931593e-01,    2.226654e-01,    9.760200e-04,   -5.420900e-04,    1.093000e-03,   -7.975100e-04,   -1.997600e-03,    1.649500e-03,   -1.326900e-03,    7.599300e-04,    1.872200e-04,    1.872200e-04,    9.360900e-05,    9.360900e-05,    9.360900e-05,    9.360900e-05,    1.872200e-04,    1.872200e-04,
        33,    2.930000e-03,    9.044764e-06,   -1.918006e-04,    8.421761e-04,   -6.682544e-04,   -1.661528e-03,    1.911739e-03,    1.729097e-06,    4.813757e-04,   -1.041295e-02,    1.608299e-01,    4.857689e-01,    3.343537e-02,   -1.784262e-01,    5.997377e-01,   -2.670895e-01,   -1.456113e+00,    7.285600e-06,   -1.646300e-04,    8.832100e-04,   -6.654300e-04,   -1.676600e-03,    1.962400e-03,   -4.339300e-05,    2.353800e-04,    1.689400e-04,    1.689400e-04,    8.447200e-05,    8.447200e-05,    8.447200e-05,    8.447200e-05,    1.689400e-04,    1.689400e-04,
        34,    2.930000e-03,   -1.101174e-04,    9.736297e-05,    2.310823e-04,   -2.507988e-04,   -3.949850e-04,    6.724476e-04,   -4.847961e-04,    3.306325e-04,   -1.423761e+00,    1.745896e+00,   -1.756588e+00,   -1.959525e+00,    1.455084e+00,    4.920650e-01,   -5.155460e-01,   -3.282138e-01,   -1.846100e-04,    1.887100e-04,    1.851300e-04,   -3.020600e-04,   -3.569200e-04,    6.853200e-04,   -5.117700e-04,    3.134600e-04,    5.232100e-05,    5.232100e-05,    2.616000e-05,    2.616000e-05,    2.616000e-05,    2.616000e-05,    5.232100e-05,    5.232100e-05,
        35,    2.930000e-03,    1.594528e-03,   -9.746381e-04,    2.007286e-03,   -1.080312e-03,   -2.924960e-03,    2.079658e-03,   -1.844555e-03,    8.016820e-04,    4.307997e-01,    1.957804e-01,    7.344944e-01,   -4.822114e-01,    9.220827e-02,   -4.456936e-01,   -8.201559e-01,    2.945023e-02,    1.720300e-03,   -9.174800e-04,    2.114500e-03,   -1.150700e-03,   -2.911500e-03,    2.014600e-03,   -2.084000e-03,    8.102800e-04,    2.919500e-04,    2.919500e-04,    1.459700e-04,    1.459700e-04,    1.459700e-04,    1.459700e-04,    2.919500e-04,    2.919500e-04,
        36,    2.930000e-03,   -1.128419e-04,    1.501535e-04,    1.180335e-03,   -6.041850e-04,   -3.217041e-04,    4.083333e-04,   -3.893447e-04,    1.549618e-04,   -1.504958e+00,    1.391267e+00,    4.513787e-01,   -3.169385e-01,   -2.978918e-01,   -1.000643e+00,   -9.198228e-01,    8.231761e-01,   -2.359700e-04,    2.639800e-04,    1.198800e-03,   -6.171500e-04,   -3.338900e-04,    3.674000e-04,   -4.646000e-04,    2.223100e-04,    8.181500e-05,    8.181500e-05,    4.090700e-05,    4.090700e-05,    4.090700e-05,    4.090700e-05,    8.181500e-05,    8.181500e-05,
        37,    2.930000e-03,   -1.430971e-05,   -2.061558e-05,    4.601196e-04,   -6.363625e-04,   -5.883420e-04,    7.867589e-04,    1.281822e-04,    3.843257e-05,    4.526729e-01,   -3.411978e-01,    7.902539e-01,    1.169763e+00,    1.490873e-01,    5.790489e-01,    8.473575e-01,    1.580404e-01,    2.529600e-05,   -5.046800e-05,    4.946900e-04,   -5.851900e-04,   -5.818200e-04,    8.120900e-04,    2.023200e-04,    5.226000e-05,    8.749300e-05,    8.749300e-05,    4.374600e-05,    4.374600e-05,    4.374600e-05,    4.374600e-05,    8.749300e-05,    8.749300e-05,
        38,    2.930000e-03,    7.011341e-05,   -9.123801e-05,    1.579396e-04,   -3.876836e-04,   -3.141891e-04,    5.478828e-04,    2.741456e-05,    2.361087e-05,    9.204535e-02,   -7.950628e-01,   -2.313800e+00,    1.605701e+00,    3.813379e-01,   -8.225967e-02,    1.628713e+00,    7.040596e-01,    7.450600e-05,   -1.291800e-04,    1.027300e-04,   -3.493700e-04,   -3.050900e-04,    5.459200e-04,    1.051400e-04,    5.721000e-05,    4.772200e-05,    4.772200e-05,    2.386100e-05,    2.386100e-05,    2.386100e-05,    2.386100e-05,    4.772200e-05,    4.772200e-05,
        39,    2.930000e-03,    8.677440e-05,   -5.261798e-05,    1.005880e-03,   -4.670209e-04,   -4.469757e-04,    5.196939e-04,   -5.222295e-04,    1.855455e-04,   -5.553678e-01,    3.180322e-01,    2.391539e-01,    2.899672e-01,    6.635701e-01,   -3.377778e-01,    3.621085e-03,    1.200689e+00,    3.931100e-05,   -2.543800e-05,    1.016100e-03,   -4.546300e-04,   -4.186200e-04,    5.052600e-04,   -5.219200e-04,    2.881600e-04,    8.546300e-05,    8.546300e-05,    4.273200e-05,    4.273200e-05,    4.273200e-05,    4.273200e-05,    8.546300e-05,    8.546300e-05,
        40,    2.930000e-03,   -2.113951e-04,    2.039135e-04,    2.770415e-04,   -2.098463e-04,   -8.466670e-04,    1.064416e-03,    3.783251e-04,    2.537136e-04,    4.790077e-01,    3.205744e-01,    7.736329e-01,    6.311325e-01,   -7.425853e-01,   -3.064830e-01,   -2.147291e-01,   -6.011550e-02,   -1.779000e-04,    2.263300e-04,    3.040900e-04,   -1.877800e-04,   -8.726300e-04,    1.053700e-03,    3.633100e-04,    2.495100e-04,    6.992600e-05,    6.992600e-05,    3.496300e-05,    3.496300e-05,    3.496300e-05,    3.496300e-05,    6.992600e-05,    6.992600e-05,
        41,    2.930000e-03,   -1.626869e-04,    2.600043e-04,    7.043711e-04,   -5.593500e-04,   -1.256915e-03,    1.135029e-03,   -4.566372e-04,    4.276647e-05,    4.297866e-01,    5.899012e-01,    1.220927e+00,   -1.058802e+00,    2.712375e-01,   -4.371642e-01,   -4.035056e-01,    1.774088e+00,   -1.071800e-04,    3.361900e-04,    7.832100e-04,   -6.277200e-04,   -1.239400e-03,    1.106800e-03,   -5.087500e-04,    2.718900e-04,    1.291500e-04,    1.291500e-04,    6.457300e-05,    6.457300e-05,    6.457300e-05,    6.457300e-05,    1.291500e-04,    1.291500e-04,
        42,    2.930000e-03,    1.529481e-04,   -1.672565e-04,    1.829948e-04,   -1.883212e-04,   -8.516441e-05,    1.270851e-04,   -5.461563e-05,    4.011549e-05,    6.352553e-01,   -1.398262e+00,   -5.662597e-01,   -4.320750e-01,   -3.020756e-01,   -2.170997e+00,   -4.689190e-01,    9.174780e-01,    1.650300e-04,   -1.938500e-04,    1.776100e-04,   -1.924300e-04,   -8.803700e-05,    1.064400e-04,   -6.353400e-05,    5.756500e-05,    1.901900e-05,    1.901900e-05,    9.509500e-06,    9.509500e-06,    9.509500e-06,    9.509500e-06,    1.901900e-05,    1.901900e-05,
        43,    2.930000e-03,   -6.882242e-05,    7.587572e-05,    1.093265e-03,   -8.723422e-04,   -4.027499e-03,    3.077109e-03,   -2.333626e-03,    1.025447e-03,   -4.086854e-01,    1.223068e+00,    8.512117e-01,    2.612906e-01,    7.792321e-01,   -8.360619e-02,   -9.092646e-01,    3.827913e-01,   -1.793800e-04,    4.067400e-04,    1.208400e-03,   -8.370000e-04,   -3.922100e-03,    3.065800e-03,   -2.579600e-03,    1.129000e-03,    2.705200e-04,    2.705200e-04,    1.352600e-04,    1.352600e-04,    1.352600e-04,    1.352600e-04,    2.705200e-04,    2.705200e-04,
        44,    2.930000e-03,   -1.687346e-04,    7.021623e-05,    5.282369e-04,   -3.835603e-04,   -1.230698e-03,    7.391794e-04,   -4.100856e-04,    7.457871e-05,   -6.822211e-01,    1.456297e+00,    2.253682e-01,    3.427369e-02,    5.478263e-01,    9.568382e-01,   -1.223716e+00,    1.341260e+00,   -2.352300e-04,    2.121600e-04,    5.392200e-04,   -3.818900e-04,   -1.204000e-03,    7.858100e-04,   -5.293600e-04,    2.053100e-04,    9.746900e-05,    9.746900e-05,    4.873400e-05,    4.873400e-05,    4.873400e-05,    4.873400e-05,    9.746900e-05,    9.746900e-05,
        45,    2.930000e-03,   -5.233909e-05,    4.088312e-05,    2.418644e-04,   -1.888202e-04,   -6.403523e-04,    3.384692e-04,   -4.440693e-05,   -2.835149e-05,   -1.058024e+00,    1.524710e-01,    1.393711e+00,    1.181367e-02,   -1.471319e+00,    1.090111e+00,   -4.768027e-01,    4.977015e-01,   -1.061100e-04,    4.863200e-05,    2.772800e-04,   -1.885200e-04,   -6.777400e-04,    3.661700e-04,   -6.863900e-05,   -3.057300e-06,    5.082200e-05,    5.082200e-05,    2.541100e-05,    2.541100e-05,    2.541100e-05,    2.541100e-05,    5.082200e-05,    5.082200e-05,
        46,    2.930000e-03,    1.137673e-04,   -3.891746e-05,    4.413591e-04,   -1.868909e-04,   -5.280313e-04,    1.615560e-04,    1.600330e-05,    6.662459e-05,   -6.930628e-01,    8.934277e-01,   -7.594824e-01,    1.861746e-01,    5.317564e-01,   -1.316554e+00,   -2.482945e-01,   -6.876056e-01,    7.951200e-05,    5.241100e-06,    4.225900e-04,   -1.822900e-04,   -5.148900e-04,    1.290200e-04,    3.731100e-06,    3.263900e-05,    4.942600e-05,    4.942600e-05,    2.471300e-05,    2.471300e-05,    2.471300e-05,    2.471300e-05,    4.942600e-05,    4.942600e-05,
        47,    2.930000e-03,   -2.377053e-04,   -2.017433e-05,    6.558514e-04,   -2.842350e-04,   -6.737281e-04,    2.973491e-04,    2.814853e-05,    8.794846e-05,   -2.173548e+00,    2.008221e+00,   -6.769590e-01,    5.789792e-01,   -1.976423e-01,   -1.561925e+00,   -3.112648e+00,    1.665741e+00,   -3.906100e-04,    1.211000e-04,    6.320400e-04,   -2.638700e-04,   -6.806800e-04,    2.424100e-04,   -1.908200e-04,    2.051300e-04,    7.034800e-05,    7.034800e-05,    3.517400e-05,    3.517400e-05,    3.517400e-05,    3.517400e-05,    7.034800e-05,    7.034800e-05,
        48,    2.930000e-03,   -1.547031e-03,    9.941508e-04,    9.246616e-04,   -5.318145e-04,   -3.195999e-03,    2.485559e-03,   -2.625506e-04,    8.120680e-04,   -5.728904e-01,   -2.593005e-01,   -1.504563e-01,    8.602454e-01,    4.714257e-01,   -1.155661e+00,   -1.194181e+00,    2.015074e+00,   -1.661500e-03,    9.423400e-04,    9.096300e-04,   -4.458700e-04,   -3.148900e-03,    2.370100e-03,   -5.011600e-04,    1.214700e-03,    1.998100e-04,    1.998100e-04,    9.990700e-05,    9.990700e-05,    9.990700e-05,    9.990700e-05,    1.998100e-04,    1.998100e-04,
        49,    2.930000e-03,   -2.496303e-04,    7.915423e-05,    1.295337e-04,   -1.028425e-04,   -5.588424e-04,    2.905341e-04,   -9.325231e-05,    7.067847e-05,   -7.988598e-01,    1.277986e-01,    4.474269e-01,    1.692323e+00,    1.133288e+00,   -1.299079e+00,   -3.226916e+00,    3.158816e+00,   -2.742200e-04,    8.308800e-05,    1.364200e-04,   -7.679600e-05,   -5.414000e-04,    2.705400e-04,   -1.925800e-04,    1.679100e-04,    3.078100e-05,    3.078100e-05,    1.539100e-05,    1.539100e-05,    1.539100e-05,    1.539100e-05,    3.078100e-05,    3.078100e-05,
        50,    2.930000e-03,   -5.779277e-04,    1.568587e-04,    2.874048e-03,   -2.352894e-03,   -2.361590e-03,    2.732135e-03,    7.839313e-04,   -1.229078e-04,   -7.952699e-01,    1.199112e+00,   -7.653934e-01,   -8.532589e-01,    3.691885e-01,    5.490530e-01,    1.438014e-01,   -1.588194e-01,   -8.704200e-04,    5.978800e-04,    2.733300e-03,   -2.509800e-03,   -2.293700e-03,    2.833100e-03,    8.368200e-04,   -1.813200e-04,    3.677900e-04,    3.677900e-04,    1.838900e-04,    1.838900e-04,    1.838900e-04,    1.838900e-04,    3.677900e-04,    3.677900e-04,
        51,    2.930000e-03,   -6.262474e-04,    5.222781e-04,    1.294257e-03,   -9.019963e-04,   -3.888735e-03,    4.303306e-03,   -7.372531e-04,    1.024490e-03,   -5.510862e-01,    3.861359e-01,   -1.247855e+00,   -8.337696e-02,    4.780397e-01,   -1.158395e+00,   -2.410610e-01,    1.370624e+00,   -7.833400e-04,    6.323500e-04,    1.116400e-03,   -9.138800e-04,   -3.820600e-03,    4.138200e-03,   -8.059700e-04,    1.415200e-03,    2.850600e-04,    2.850600e-04,    1.425300e-04,    1.425300e-04,    1.425300e-04,    1.425300e-04,    2.850600e-04,    2.850600e-04,
        52,    2.930000e-03,   -1.003629e-03,    8.978544e-04,    2.358288e-03,   -1.901884e-03,   -2.664692e-03,    2.981146e-03,    7.682437e-04,   -1.884370e-04,   -1.044788e+00,    4.973182e-01,    1.339560e-01,   -7.543634e-01,    1.603851e-01,   -1.127919e+00,   -3.476662e-01,    9.607186e-01,   -1.365700e-03,    1.070200e-03,    2.381500e-03,   -2.032600e-03,   -2.636900e-03,    2.785700e-03,    6.477600e-04,    1.445000e-04,    3.465500e-04,    3.465500e-04,    1.732800e-04,    1.732800e-04,    1.732800e-04,    1.732800e-04,    3.465500e-04,    3.465500e-04,
        53,    2.930000e-03,   -7.141570e-04,    4.237057e-04,    1.398175e-03,   -6.428287e-04,   -1.007862e-03,    8.369296e-04,    8.305354e-04,   -1.973833e-04,   -1.113482e+00,    6.010904e-01,    3.902524e-01,    1.093932e+00,   -7.858537e-01,    4.289053e-01,   -9.120655e-01,    2.375539e-01,   -8.757900e-04,    5.109600e-04,    1.426500e-03,   -5.634300e-04,   -1.064900e-03,    8.680600e-04,    6.981400e-04,   -1.629000e-04,    1.451600e-04,    1.451600e-04,    7.258100e-05,    7.258100e-05,    7.258100e-05,    7.258100e-05,    1.451600e-04,    1.451600e-04,
        54,    2.930000e-03,   -1.692664e-03,    1.769624e-03,    3.389018e-03,   -2.648119e-03,   -2.839362e-03,    3.201547e-03,    1.329067e-03,   -7.575579e-04,   -1.142507e+00,    4.933988e-01,    5.442007e-01,   -5.612176e-01,   -5.347964e-01,   -8.205524e-01,   -9.493401e-02,    3.486345e-01,   -2.189300e-03,    1.984100e-03,    3.507300e-03,   -2.770100e-03,   -2.955600e-03,    3.023200e-03,    1.287800e-03,   -6.060100e-04,    4.346900e-04,    4.346900e-04,    2.173500e-04,    2.173500e-04,    2.173500e-04,    2.173500e-04,    4.346900e-04,    4.346900e-04,
        55,    2.930000e-03,   -1.468695e-03,    1.185474e-03,    3.946655e-03,   -2.585119e-03,   -2.949757e-03,    3.114016e-03,    2.496888e-03,   -1.229475e-03,   -1.607215e+00,    1.430612e+00,   -1.764561e-01,   -1.271620e+00,   -4.029660e-01,    1.383849e-01,    9.876769e-02,   -8.520499e-01,   -2.209300e-03,    1.844700e-03,    3.906000e-03,   -2.878100e-03,   -3.042600e-03,    3.145900e-03,    2.542400e-03,   -1.622100e-03,    4.608000e-04,    4.608000e-04,    2.304000e-04,    2.304000e-04,    2.304000e-04,    2.304000e-04,    4.608000e-04,    4.608000e-04,
        56,    2.930000e-03,   -1.733196e-03,    1.139884e-03,    2.575371e-03,   -1.166713e-03,   -5.725024e-03,    4.242289e-03,    5.712278e-03,   -1.570903e-03,   -2.623693e-01,    6.551460e-02,    2.323704e-01,    3.292143e-01,   -1.110038e+00,    3.248383e-01,    5.245495e-01,   -9.385505e-01,   -1.853400e-03,    1.169900e-03,    2.628600e-03,   -1.091300e-03,   -5.979300e-03,    4.316700e-03,    5.952600e-03,   -2.000900e-03,    4.581500e-04,    4.581500e-04,    2.290700e-04,    2.290700e-04,    2.290700e-04,    2.290700e-04,    4.581500e-04,    4.581500e-04,
        57,    2.930000e-03,   -6.381581e-04,    3.787141e-04,    1.813121e-03,   -7.748956e-04,   -7.096927e-04,    6.419638e-04,    5.638324e-04,   -1.232436e-04,   -1.077549e+00,    1.309395e-01,    3.844216e-01,    5.154202e-01,    4.116621e-02,   -5.874757e-01,   -2.636529e-01,    2.129909e-01,   -7.843600e-04,    3.964800e-04,    1.839200e-03,   -7.399300e-04,   -7.069000e-04,    6.021100e-04,    5.280600e-04,   -9.434500e-05,    1.356800e-04,    1.356800e-04,    6.783900e-05,    6.783900e-05,    6.783900e-05,    6.783900e-05,    1.356800e-04,    1.356800e-04,
        58,    2.930000e-03,    3.681385e-03,   -3.325666e-03,    9.403242e-03,   -4.265070e-03,   -1.058162e-03,    1.053268e-03,   -1.718196e-03,    7.427454e-04,   -4.065575e-01,   -2.749653e+00,    2.139128e-01,    2.578313e-03,    1.272083e+00,   -4.129061e-01,   -1.414017e-01,    1.415950e-01,    3.533300e-03,   -4.327200e-03,    9.442200e-03,   -4.264600e-03,   -8.264900e-04,    9.780700e-04,   -1.769700e-03,    7.943200e-04,    3.642400e-04,    3.642400e-04,    1.821200e-04,    1.821200e-04,    1.821200e-04,    1.821200e-04,    3.642400e-04,    3.642400e-04,
        59,    2.930000e-03,   -1.699740e-03,    1.350671e-03,    2.720630e-03,   -1.600220e-03,   -9.502914e-04,    9.353608e-04,    8.524532e-04,   -4.080108e-04,   -1.100575e+00,    8.229959e-01,    1.261655e+00,   -6.151837e-01,   -5.587351e-01,   -3.013590e-01,   -1.926610e-01,    6.069025e-02,   -1.932600e-03,    1.524800e-03,    2.854100e-03,   -1.665300e-03,   -1.009400e-03,    9.034800e-04,    8.116900e-04,   -3.951700e-04,    2.115800e-04,    2.115800e-04,    1.057900e-04,    1.057900e-04,    1.057900e-04,    1.057900e-04,    2.115800e-04,    2.115800e-04,
        60,    2.930000e-03,   -1.154837e-03,    6.877086e-04,    3.442013e-03,   -1.991726e-03,   -1.083671e-03,    1.283297e-03,    1.266958e-05,    5.034448e-05,   -2.059389e+00,    1.688860e+00,    7.350920e-01,   -2.443566e-01,    1.075349e-01,    9.707916e-02,    1.954469e-01,   -3.778361e-01,   -1.693800e-03,    1.129700e-03,    3.538200e-03,   -2.023700e-03,   -1.069600e-03,    1.296000e-03,    6.382000e-05,   -4.853900e-05,    2.617100e-04,    2.617100e-04,    1.308500e-04,    1.308500e-04,    1.308500e-04,    1.308500e-04,    2.617100e-04,    2.617100e-04,
        61,    2.930000e-03,   -5.194467e-03,    4.156252e-03,    6.626177e-03,   -3.574973e-03,   -2.733485e-03,    2.556154e-03,    1.744264e-03,   -6.756877e-04,   -1.179037e+00,    1.455421e+00,    1.632341e+00,   -9.622073e-02,   -1.682687e-01,    1.312432e-01,    4.211542e-01,   -3.953508e-01,   -5.842100e-03,    4.955700e-03,    7.074500e-03,   -3.601400e-03,   -2.779700e-03,    2.592200e-03,    1.975600e-03,   -8.928500e-04,    5.492900e-04,    5.492900e-04,    2.746500e-04,    2.746500e-04,    2.746500e-04,    2.746500e-04,    5.492900e-04,    5.492900e-04,
        62,    2.930000e-03,    1.337384e-04,   -1.362437e-04,   -1.942732e-06,   -7.537000e-05,   -7.665902e-04,    7.625793e-04,    4.398593e-04,   -1.964027e-04,   -8.515308e-01,    4.873491e-01,   -1.823254e+00,    1.187327e+00,   -1.709217e+00,   -1.812087e-01,    2.498108e-01,   -6.694867e-01,    1.110000e-04,   -1.232300e-04,   -2.628500e-05,   -5.951800e-05,   -7.894100e-04,    7.601600e-04,    4.465300e-04,   -2.142800e-04,    2.670300e-05,    2.670300e-05,    1.335100e-05,    1.335100e-05,    1.335100e-05,    1.335100e-05,    2.670300e-05,    2.670300e-05,
        63,    2.930000e-03,   -1.503780e-06,    4.471806e-05,    8.879937e-04,   -6.618329e-04,   -1.467690e-03,    1.427272e-03,    8.025627e-05,   -5.207627e-05,   -8.863327e-01,    2.001581e-01,    6.503569e-01,    2.368253e-01,    6.945139e-01,    1.311090e-01,   -1.020381e-02,   -7.268048e-02,   -1.357300e-04,    7.503000e-05,    9.372400e-04,   -6.439000e-04,   -1.415100e-03,    1.437200e-03,    7.871100e-05,   -6.308300e-05,    1.514400e-04,    1.514400e-04,    7.572200e-05,    7.572200e-05,    7.572200e-05,    7.572200e-05,    1.514400e-04,    1.514400e-04,
        64,    2.930000e-03,   -5.389624e-04,    2.689557e-04,    1.939815e-03,   -1.300116e-03,   -2.901272e-03,    2.656210e-03,    2.834847e-04,   -1.019298e-04,   -1.060551e+00,    5.625058e-01,    2.835418e-01,    3.219940e-02,    6.384926e-01,    6.936304e-01,    3.357634e-01,   -1.172546e-01,   -8.627700e-04,    4.407000e-04,    1.983100e-03,   -1.295200e-03,   -2.803800e-03,    2.762100e-03,    3.860000e-04,   -1.377300e-04,    3.053200e-04,    3.053200e-04,    1.526600e-04,    1.526600e-04,    1.526600e-04,    1.526600e-04,    3.053200e-04,    3.053200e-04,
        65,    2.930000e-03,   -1.450312e-03,    1.124990e-03,    1.204335e-03,   -9.785195e-04,   -4.443209e-03,    4.198771e-03,   -3.177025e-03,    1.596502e-03,   -1.432688e+00,    1.546235e+00,    1.107069e+00,   -1.493088e-01,    5.152506e-01,   -5.287685e-01,   -9.609082e-01,    2.031377e-02,   -1.908600e-03,    1.619600e-03,    1.381400e-03,   -1.002400e-03,   -4.360800e-03,    4.114200e-03,   -3.484400e-03,    1.603000e-03,    3.198800e-04,    3.198800e-04,    1.599400e-04,    1.599400e-04,    1.599400e-04,    1.599400e-04,    3.198800e-04,    3.198800e-04,
        66,    2.930000e-03,   -1.225863e-03,    5.924826e-04,    3.443418e-03,   -1.830473e-03,   -1.093622e-03,    1.437532e-03,   -5.339754e-04,    4.442635e-04,   -1.121716e+00,    2.184528e+00,    1.125185e+00,    1.679179e+00,    2.700941e-01,    3.048271e-01,   -3.850181e-01,   -3.928277e-01,   -1.525900e-03,    1.176800e-03,    3.593900e-03,   -1.605900e-03,   -1.057500e-03,    1.478300e-03,   -6.369600e-04,    3.391900e-04,    2.674800e-04,    2.674800e-04,    1.337400e-04,    1.337400e-04,    1.337400e-04,    1.337400e-04,    2.674800e-04,    2.674800e-04,
        67,    2.930000e-03,   -7.908112e-04,    2.405426e-04,    2.170404e-03,   -1.024994e-03,   -7.517162e-04,    7.528427e-04,    7.780523e-04,   -1.635482e-04,    2.300807e-01,    8.765043e-01,   -2.383431e-01,    5.525811e-01,    3.512146e-02,   -3.698290e-01,    1.722061e-01,    9.804507e-02,   -7.547000e-04,    3.781100e-04,    2.151700e-03,   -9.816300e-04,   -7.489600e-04,    7.238200e-04,    8.050800e-04,   -1.481600e-04,    1.569500e-04,    1.569500e-04,    7.847600e-05,    7.847600e-05,    7.847600e-05,    7.847600e-05,    1.569500e-04,    1.569500e-04,
        68,    2.930000e-03,   -6.474683e-04,    2.193035e-04,    1.494668e-03,   -9.700601e-04,   -1.684837e-03,    1.619239e-03,    9.072834e-04,    1.067848e-04,    7.273036e-01,    2.846271e-01,    5.411546e-01,    7.918215e-01,   -7.378628e-01,    1.272993e+00,   -9.300886e-01,   -1.094714e+00,   -4.941600e-04,    2.793000e-04,    1.551700e-03,   -8.866100e-04,   -1.762600e-03,    1.753400e-03,    7.112300e-04,   -1.239700e-04,    2.107900e-04,    2.107900e-04,    1.053900e-04,    1.053900e-04,    1.053900e-04,    1.053900e-04,    2.107900e-04,    2.107900e-04,
        69,    2.930000e-03,   -3.771596e-04,    1.574532e-04,    1.306715e-03,   -1.217257e-03,   -1.544002e-04,    3.497897e-04,    8.353042e-06,    1.385851e-05,   -9.179183e-01,   -8.412285e-01,   -9.191769e-01,    1.621134e-01,   -7.398772e-01,    9.330704e-01,   -3.655121e-01,    1.318772e+00,   -4.570800e-04,    8.421000e-05,    1.266700e-03,   -1.210200e-03,   -1.866100e-04,    3.904100e-04,   -2.347100e-05,    1.286800e-04,    8.706700e-05,    8.706700e-05,    4.353400e-05,    4.353400e-05,    4.353400e-05,    4.353400e-05,    8.706700e-05,    8.706700e-05,
        70,    2.930000e-03,   -2.910973e-03,    2.940861e-03,    5.360931e-03,   -5.554482e-03,   -5.816305e-03,    7.308629e-03,    7.475899e-03,   -6.769347e-03,   -3.629440e-01,    3.207166e-01,   -1.293021e+00,    1.124181e+00,   -2.534354e-01,    2.923118e-01,   -6.824770e-01,    9.085587e-01,   -3.207400e-03,    3.202800e-03,    4.832900e-03,   -5.095400e-03,   -5.919800e-03,    7.428000e-03,    6.918500e-03,   -6.027300e-03,    8.167300e-04,    8.167300e-04,    4.083700e-04,    4.083700e-04,    4.083700e-04,    4.083700e-04,    8.167300e-04,    8.167300e-04,
        71,    2.930000e-03,   -2.386597e-03,    2.018465e-03,    5.907927e-03,   -6.150002e-03,   -3.430104e-03,    4.318524e-03,    5.528293e-03,   -5.185303e-03,    3.272478e-01,   -1.097873e+00,   -1.374330e+00,   -5.567809e-01,   -1.042001e-01,   -1.650977e-01,    1.447634e-02,   -9.121925e-02,   -2.164900e-03,    1.274700e-03,    5.442400e-03,   -6.338600e-03,   -3.465400e-03,    4.262600e-03,    5.538100e-03,   -5.247100e-03,    6.774600e-04,    6.774600e-04,    3.387300e-04,    3.387300e-04,    3.387300e-04,    3.387300e-04,    6.774600e-04,    6.774600e-04,
        72,    2.930000e-03,   -1.002926e-03,    1.591446e-04,    4.355004e-03,   -5.015671e-03,   -1.525501e-03,    4.107890e-03,   -2.982907e-03,    3.542175e-03,   -4.540206e-01,   -8.134079e-03,   -7.785736e-01,    1.794244e-01,    6.084459e-01,    1.502860e+00,    5.623054e-01,    1.324969e+00,   -1.253800e-03,    1.546500e-04,    4.139900e-03,   -4.966100e-03,   -1.357400e-03,    4.523100e-03,   -2.672200e-03,    4.274300e-03,    5.525600e-04,    5.525600e-04,    2.762800e-04,    2.762800e-04,    2.762800e-04,    2.762800e-04,    5.525600e-04,    5.525600e-04,
        73,    2.930000e-03,   -2.963634e-04,    9.919213e-05,    1.252245e-03,   -1.483679e-03,   -2.554790e-04,    5.974770e-04,   -1.118199e-04,    2.232493e-04,   -5.190815e-01,   -7.218911e-01,   -1.887215e+00,    5.803440e-02,   -1.607009e-01,    5.573096e-01,    5.020692e-01,    1.091229e+00,   -3.550300e-04,    1.760400e-05,    1.145600e-03,   -1.480400e-03,   -2.645600e-04,    6.289700e-04,   -5.507600e-05,    3.465800e-04,    1.130200e-04,    1.130200e-04,    5.650900e-05,    5.650900e-05,    5.650900e-05,    5.650900e-05,    1.130200e-04,    1.130200e-04,
