MT,
     StaID,        Freq[Hz],     Re(Zxx)_Cal,     Im(Zxx)_Cal,     Re(Zxy)_Cal,     Im(Zxy)_Cal,     Re(Zyx)_Cal,     Im(Zyx)_Cal,     Re(Zyy)_Cal,     Im(Zyy)_Cal,     Re(Zxx)_Res,     Im(Zxx)_Res,     Re(Zxy)_Res,     Im(Zxy)_Res,     Re(Zyx)_Res,     Im(Zyx)_Res,     Re(Zyy)_Res,     Im(Zyy)_Res,     Re(Zxx)_Obs,     Im(Zxx)_Obs,     Re(Zxy)_Obs,     Im(Zxy)_Obs,     Re(Zyx)_Obs,     Im(Zyx)_Obs,     Re(Zyy)_Obs,     Im(Zyy)_Obs,      Re(Zxx)_SD,      Im(Zxx)_SD,      Re(Zxy)_SD,      Im(Zxy)_SD,      Re(Zyx)_SD,      Im(Zyx)_SD,      Re(Zyy)_SD,      Im(Zyy)_SD,
        79,    5.860000e-03,    3.158647e-04,   -3.231669e-04,    2.691007e-03,   -2.711971e-03,   -1.471789e-03,    2.041710e-03,   -9.898584e-04,    6.092283e-04,   -2.528119e+00,    3.357768e+00,    1.268454e-02,   -6.831676e-01,   -7.660809e-01,    1.490153e+00,    9.525421e-01,   -1.589759e+00,   -5.184400e-04,    7.849300e-04,    2.693100e-03,   -2.824700e-03,   -1.598200e-03,    2.287600e-03,   -6.755100e-04,    8.459200e-05,    3.300100e-04,    3.300100e-04,    1.650100e-04,    1.650100e-04,    1.650100e-04,    1.650100e-04,    3.300100e-04,    3.300100e-04,
        80,    5.860000e-03,   -1.623958e-02,    1.882512e-02,    2.356073e-02,   -2.325105e-02,   -1.613035e-03,    2.446709e-03,    1.045238e-03,   -6.470407e-04,   -1.450215e+00,    3.787545e+00,   -2.589303e-02,   -3.228187e+00,    3.478412e-01,   -1.170195e+00,    7.537428e-01,   -1.202237e+00,   -1.755400e-02,    2.225800e-02,    2.354900e-02,   -2.471400e-02,   -1.455400e-03,    1.916400e-03,    1.728400e-03,   -1.736700e-03,    9.063600e-04,    9.063600e-04,    4.531800e-04,    4.531800e-04,    4.531800e-04,    4.531800e-04,    9.063600e-04,    9.063600e-04,
        81,    5.860000e-03,   -6.699979e-04,    1.901119e-04,    3.451321e-03,   -4.189990e-03,   -1.068391e-04,    7.141854e-04,   -1.617737e-03,    2.234143e-03,    5.217472e-01,   -3.701138e-01,    3.073691e-01,   -2.877423e+00,   -2.168363e+00,    8.995072e-01,   -2.696248e-01,    1.307866e+00,   -5.526100e-04,    1.068400e-04,    3.485900e-03,   -4.513700e-03,   -3.507800e-04,    8.153800e-04,   -1.678400e-03,    2.528400e-03,    2.249900e-04,    2.249900e-04,    1.125000e-04,    1.125000e-04,    1.125000e-04,    1.125000e-04,    2.249900e-04,    2.249900e-04,
        82,    5.860000e-03,    1.514125e-04,   -1.822812e-04,    2.190257e-03,   -2.154169e-03,   -2.021596e-03,    2.625845e-03,   -8.511024e-05,    2.798267e-04,   -3.813101e-01,   -1.886868e-01,    4.131572e-01,   -1.276750e+00,   -1.455966e+00,    9.554218e-01,    2.269429e-01,    1.694873e+00,    2.046300e-05,   -2.470800e-04,    2.261200e-03,   -2.373400e-03,   -2.271600e-03,    2.789900e-03,   -7.173500e-06,    8.618800e-04,    3.434200e-04,    3.434200e-04,    1.717100e-04,    1.717100e-04,    1.717100e-04,    1.717100e-04,    3.434200e-04,    3.434200e-04,
        83,    5.860000e-03,   -1.301564e-03,    1.316193e-03,    1.695462e-03,   -1.320512e-03,   -1.187215e-03,    1.400813e-03,    1.235959e-03,   -7.978987e-04,   -1.188004e+00,    2.300564e+00,   -7.676913e-02,    9.744450e-01,    3.972863e-01,   -2.192961e-03,    1.864804e+00,    8.907360e-01,   -1.532500e-03,    1.763400e-03,    1.688000e-03,   -1.225800e-03,   -1.148600e-03,    1.400600e-03,    1.434300e-03,   -7.031600e-04,    1.943900e-04,    1.943900e-04,    9.719600e-05,    9.719600e-05,    9.719600e-05,    9.719600e-05,    1.063600e-04,    1.063600e-04,
        84,    5.860000e-03,    5.790709e-04,   -9.039720e-04,    1.053639e-03,   -1.377652e-03,   -5.583466e-03,    6.656006e-03,   -1.220167e-03,    2.864608e-03,    5.642082e-02,    8.253523e-02,    2.254979e-01,   -5.376685e-01,   -3.285523e+00,    1.935994e+00,    3.690611e-01,    3.009280e+00,    6.026700e-04,   -8.694500e-04,    1.100800e-03,   -1.490100e-03,   -6.270600e-03,    7.060900e-03,   -1.065800e-03,    4.123300e-03,    4.182700e-04,    4.182700e-04,    2.091400e-04,    2.091400e-04,    2.091400e-04,    2.091400e-04,    4.182700e-04,    4.182700e-04,
        85,    5.860000e-03,   -2.373887e-04,   -6.229841e-05,    8.513716e-04,   -7.354124e-04,   -5.242047e-03,    3.105669e-03,    1.079892e-02,   -6.987160e-03,   -3.373454e-01,    7.554091e-01,   -2.547936e-01,    8.143487e-01,   -1.842044e+00,   -2.619769e+00,    8.651942e-01,   -2.139332e+00,   -3.224200e-04,    1.281100e-04,    8.192600e-04,   -6.327800e-04,   -5.474200e-03,    2.775500e-03,    1.101700e-02,   -7.526400e-03,    2.520600e-04,    2.520600e-04,    1.260300e-04,    1.260300e-04,    1.260300e-04,    1.260300e-04,    2.520600e-04,    2.520600e-04,
        86,    5.860000e-03,    2.941855e-04,   -3.169609e-04,    2.799661e-04,   -5.140594e-04,   -3.303235e-03,    3.823185e-03,   -1.715215e-03,    3.244925e-03,    7.884658e-01,   -1.012279e+00,   -1.290714e+00,    1.020496e+00,   -2.612235e+00,    2.249397e+00,   -2.956257e-01,    1.472104e+00,    4.187000e-04,   -4.768200e-04,    1.780500e-04,   -4.334800e-04,   -3.509500e-03,    4.000800e-03,   -1.761900e-03,    3.477400e-03,    1.579200e-04,    1.579200e-04,    7.896100e-05,    7.896100e-05,    7.896100e-05,    7.896100e-05,    1.579200e-04,    1.579200e-04,
        87,    5.860000e-03,    7.270477e-04,   -6.570342e-04,    1.638603e-03,   -2.506796e-03,   -7.453565e-03,    5.924034e-03,    1.876955e-03,   -3.202297e-04,   -4.624931e-01,   -1.180484e+00,    8.175072e-01,   -6.480481e-01,   -6.164680e-01,   -1.226075e-01,   -1.001540e+00,    5.086662e-01,    4.672700e-04,   -1.320100e-03,    1.868200e-03,   -2.688800e-03,   -7.626700e-03,    5.889600e-03,    1.314400e-03,   -3.451700e-05,    5.616900e-04,    5.616900e-04,    2.808500e-04,    2.808500e-04,    2.808500e-04,    2.808500e-04,    5.616900e-04,    5.616900e-04,
        88,    5.860000e-03,   -3.246408e-03,    1.898941e-03,    3.106657e-03,   -1.475771e-03,   -1.092891e-02,    7.534736e-03,    6.650320e-03,   -4.273437e-04,   -1.376041e+00,    1.809492e+00,   -1.026863e+00,    1.035260e-02,   -9.179433e-01,   -3.963852e-01,   -1.877850e+00,    1.817544e+00,   -4.142500e-03,    3.077300e-03,    2.772300e-03,   -1.472400e-03,   -1.132800e-02,    7.362400e-03,    5.957600e-03,    2.431300e-04,    6.512100e-04,    6.512100e-04,    3.256100e-04,    3.256100e-04,    4.347700e-04,    4.347700e-04,    3.688900e-04,    3.688900e-04,
        89,    5.860000e-03,    2.261546e-04,   -5.644274e-04,    2.204050e-03,   -2.788049e-03,   -3.943929e-03,    4.495418e-03,    1.946199e-03,   -9.462651e-04,   -1.115412e-01,   -8.999929e-01,    3.869506e-01,   -1.194955e+00,   -5.226069e-01,   -2.146533e-01,   -1.300992e+00,    2.071051e-01,    1.725100e-04,   -9.972700e-04,    2.297100e-03,   -3.075400e-03,   -4.069600e-03,    4.443800e-03,    1.320500e-03,   -8.466600e-04,    4.809400e-04,    4.809400e-04,    2.404700e-04,    2.404700e-04,    2.404700e-04,    2.404700e-04,    4.809400e-04,    4.809400e-04,
        90,    5.860000e-03,   -3.901528e-04,    7.669654e-05,    1.006845e-03,   -7.893694e-04,   -3.171149e-03,    2.253791e-03,    8.691246e-04,    3.363628e-04,   -3.668974e-01,    3.040038e-01,   -1.106111e+00,    4.831148e-01,   -2.231177e+00,    1.592214e-01,    4.006965e-01,   -1.949247e+00,   -4.699200e-04,    1.427900e-04,    8.866000e-04,   -7.368500e-04,   -3.413700e-03,    2.271100e-03,    9.562400e-04,   -8.742300e-05,    2.174100e-04,    2.174100e-04,    1.087100e-04,    1.087100e-04,    1.087100e-04,    1.087100e-04,    2.174100e-04,    2.174100e-04,
        91,    5.860000e-03,    3.249427e-03,   -3.294272e-03,    3.655875e-03,   -3.261924e-03,   -6.338825e-03,    6.028993e-03,   -3.854943e-03,    3.809878e-03,    5.198081e-01,    2.063101e-01,   -1.666258e-01,    1.127058e-02,   -2.658384e-01,   -1.375276e+00,   -4.897709e-01,    3.376341e-01,    3.583700e-03,   -3.161600e-03,    3.602300e-03,   -3.258300e-03,   -6.424300e-03,    5.586800e-03,   -4.169900e-03,    4.027000e-03,    6.430700e-04,    6.430700e-04,    3.215300e-04,    3.215300e-04,    3.215300e-04,    3.215300e-04,    6.430700e-04,    6.430700e-04,
        92,    5.860000e-03,    7.816203e-04,   -2.638808e-04,    2.077117e-04,   -7.363422e-04,   -7.839049e-03,    3.220187e-03,    1.669796e-03,   -1.130645e-04,    4.453102e-02,   -4.209302e-01,    3.523592e-01,   -6.288466e-01,   -2.826047e-01,   -2.421530e+00,   -1.985499e+00,    2.402368e+00,    7.935800e-04,   -3.769300e-04,    2.550300e-04,   -8.207900e-04,   -7.877000e-03,    2.895000e-03,    1.392700e-03,    2.222100e-04,    2.685700e-04,    2.685700e-04,    1.342900e-04,    1.342900e-04,    1.342900e-04,    1.342900e-04,    1.395600e-04,    1.395600e-04,
        93,    5.860000e-03,   -3.410548e-03,    1.879293e-03,    3.332663e-03,   -4.701857e-03,   -2.176741e-03,    1.636544e-03,    4.116448e-04,   -4.225017e-05,   -7.228917e-01,    3.096303e-01,    2.179150e+00,    1.939479e-01,    4.489589e-02,   -9.258295e-02,   -8.208259e-01,    6.556018e-01,   -3.701700e-03,    2.004000e-03,    3.771500e-03,   -4.662800e-03,   -2.167700e-03,    1.617900e-03,    8.104900e-05,    2.218000e-04,    4.027600e-04,    4.027600e-04,    2.013800e-04,    2.013800e-04,    2.013800e-04,    2.013800e-04,    4.027600e-04,    4.027600e-04,
        94,    5.860000e-03,   -3.702499e-04,    1.023055e-04,    1.039372e-03,   -1.149148e-03,   -3.289294e-04,    3.239048e-04,    4.819885e-04,   -4.438201e-04,   -6.601571e-02,    2.459105e-01,   -1.377757e+00,    1.267663e+00,   -4.535243e-01,   -2.588632e+00,    6.401603e-01,   -3.582677e-01,   -3.754000e-04,    1.214900e-04,    9.856300e-04,   -1.099700e-03,   -3.466200e-04,    2.229300e-04,    5.319300e-04,   -4.717700e-04,    7.801400e-05,    7.801400e-05,    3.900700e-05,    3.900700e-05,    3.900700e-05,    3.900700e-05,    7.801400e-05,    7.801400e-05,
        95,    5.860000e-03,    1.593351e-04,   -2.204759e-04,    1.541381e-04,   -4.911870e-04,   -2.643749e-04,    5.485558e-04,   -5.621119e-05,    1.439311e-04,   -7.558959e-01,   -2.392892e+00,    2.852841e-01,    8.219504e-02,    1.447547e+00,    9.437778e-01,    2.994518e-01,   -8.101190e-01,    1.167200e-04,   -3.553800e-04,    1.621800e-04,   -4.888700e-04,   -2.235700e-04,    5.751600e-04,   -3.932900e-05,    9.825900e-05,    5.637700e-05,    5.637700e-05,    2.818900e-05,    2.818900e-05,    2.818900e-05,    2.818900e-05,    5.637700e-05,    5.637700e-05,
        96,    5.860000e-03,    1.244827e-04,   -4.891347e-05,    4.234083e-04,   -7.909934e-04,   -2.228877e-03,    1.364770e-03,    5.046415e-04,    5.302686e-04,   -2.463871e-01,    4.984404e-01,    1.460969e+00,    5.158210e-01,   -8.514563e-01,    3.141672e-01,   -7.929335e-01,   -8.176243e-01,    8.569400e-05,    2.955600e-05,    5.384100e-04,   -7.503900e-04,   -2.295900e-03,    1.389500e-03,    3.798100e-04,    4.015500e-04,    1.574300e-04,    1.574300e-04,    7.871600e-05,    7.871600e-05,    7.871600e-05,    7.871600e-05,    1.574300e-04,    1.574300e-04,
        97,    5.860000e-03,    4.210899e-04,   -3.612587e-04,   -1.923213e-05,   -2.726733e-04,   -1.794609e-03,    1.620087e-03,    3.474031e-04,    1.757233e-05,   -1.065213e+00,   -1.293511e+00,   -1.455711e+00,    1.060820e+00,    5.801622e-01,   -1.689350e+00,    7.637458e-01,   -7.931824e-01,    3.402700e-04,   -4.594000e-04,   -7.445600e-05,   -2.324300e-04,   -1.772600e-03,    1.556000e-03,    4.053500e-04,   -4.260800e-05,    7.587200e-05,    7.587200e-05,    3.793600e-05,    3.793600e-05,    3.793600e-05,    3.793600e-05,    7.587200e-05,    7.587200e-05,
        98,    5.860000e-03,    7.503943e-03,   -3.089543e-03,    3.971235e-03,   -6.152052e-03,   -5.888274e-03,    3.108900e-03,   -1.845428e-03,    3.160104e-03,   -1.627148e+00,   -4.658280e-01,    3.339342e-01,   -9.368182e-01,    1.334333e+00,    1.991519e-01,    1.468831e-01,   -6.211416e-02,    6.374800e-03,   -3.412800e-03,    4.087100e-03,   -6.477100e-03,   -5.425300e-03,    3.178000e-03,   -1.743500e-03,    3.117000e-03,    6.939400e-04,    6.939400e-04,    3.469700e-04,    3.469700e-04,    3.469700e-04,    3.469700e-04,    6.939400e-04,    6.939400e-04,
        99,    5.860000e-03,    6.220965e-05,    9.207771e-05,    1.815182e-04,   -5.725728e-04,   -3.640062e-04,    5.555607e-04,    3.816023e-05,   -5.435167e-05,    1.353680e+00,    5.353807e+00,   -2.403340e+00,   -5.248410e-01,   -9.432043e-01,   -1.223687e+00,   -3.316643e-01,   -1.358136e+00,    1.466400e-04,    4.260000e-04,    1.065700e-04,   -5.889400e-04,   -3.934200e-04,    5.174000e-04,    1.747400e-05,   -1.390600e-04,    6.237100e-05,    6.237100e-05,    3.118500e-05,    3.118500e-05,    3.118500e-05,    3.118500e-05,    6.237100e-05,    6.237100e-05,
       100,    5.860000e-03,    7.104164e-04,   -7.342926e-04,    6.172037e-04,   -1.127992e-03,   -6.389230e-03,    6.817336e-03,   -3.652379e-03,    5.678152e-03,    3.668022e-01,   -4.101426e-01,   -8.213689e-01,    2.007441e+00,   -2.858157e+00,    1.915324e+00,   -1.344217e+00,    3.598346e+00,    8.230100e-04,   -8.601900e-04,    4.911400e-04,   -8.198900e-04,   -6.827900e-03,    7.111300e-03,   -4.065000e-03,    6.782700e-03,    3.069600e-04,    3.069600e-04,    1.534800e-04,    1.534800e-04,    1.534800e-04,    1.534800e-04,    3.069600e-04,    3.069600e-04,
       101,    5.860000e-03,    2.922401e-03,   -3.101535e-03,    2.662956e-03,   -4.046816e-03,   -2.504179e-03,    3.031324e-03,    4.094362e-03,   -4.975600e-03,    3.407569e-01,   -1.278691e+00,    7.949171e-01,   -2.148592e+00,   -1.320314e+00,   -8.315663e-01,    3.432190e-01,   -1.505867e+00,    3.080100e-03,   -3.693300e-03,    2.846900e-03,   -4.544000e-03,   -2.809700e-03,    2.838900e-03,    4.253200e-03,   -5.672500e-03,    4.627900e-04,    4.627900e-04,    2.314000e-04,    2.314000e-04,    2.314000e-04,    2.314000e-04,    4.627900e-04,    4.627900e-04,
       102,    5.860000e-03,    7.862806e-04,   -1.471676e-03,    2.728717e-03,   -2.777721e-03,   -1.460111e-03,    2.605013e-03,   -1.880308e-03,    1.696612e-03,    6.034974e-01,    9.330080e-01,    1.596128e+00,   -1.115132e+00,   -1.431762e+00,   -4.105158e-01,   -3.251652e-01,   -4.040876e-01,    1.003600e-03,   -1.135700e-03,    3.016100e-03,   -2.978500e-03,   -1.717900e-03,    2.531100e-03,   -1.997400e-03,    1.551100e-03,    3.601000e-04,    3.601000e-04,    1.800500e-04,    1.800500e-04,    1.800500e-04,    1.800500e-04,    3.601000e-04,    3.601000e-04,
       103,    5.860000e-03,   -3.551981e-04,    2.196369e-04,    4.203281e-04,   -3.614966e-04,   -1.472778e-03,    1.288615e-03,    1.322976e-03,   -3.661233e-04,   -1.089545e+00,    9.419054e-01,   -8.567216e-01,    2.289487e+00,   -3.690771e+00,   -1.666521e-01,   -2.011233e+00,   -8.572322e-01,   -4.613100e-04,    3.113700e-04,    3.786100e-04,   -2.500100e-04,   -1.652500e-03,    1.280500e-03,    1.127100e-03,   -4.496100e-04,    9.739100e-05,    9.739100e-05,    4.869500e-05,    4.869500e-05,    4.869500e-05,    4.869500e-05,    9.739100e-05,    9.739100e-05,
       104,    5.860000e-03,   -1.043708e-04,   -2.347093e-05,    2.446954e-04,   -1.216861e-04,   -1.130405e-03,    4.415797e-04,    1.571696e-03,   -6.683312e-04,   -6.759006e-01,    1.479226e+00,   -1.515056e+00,    6.133685e-01,    7.273665e-01,   -1.329214e+00,    5.799202e-01,   -3.096906e+00,   -1.396900e-04,    5.382600e-05,    2.051100e-04,   -1.056600e-04,   -1.111400e-03,    4.068500e-04,    1.602000e-03,   -8.301600e-04,    5.225500e-05,    5.225500e-05,    2.612800e-05,    2.612800e-05,    2.612800e-05,    2.612800e-05,    5.225500e-05,    5.225500e-05,
       105,    5.860000e-03,    5.853252e-04,   -5.954407e-04,    2.004139e-03,   -2.465745e-03,   -4.033751e-03,    3.317087e-03,    1.120540e-03,    6.776686e-04,   -3.798728e-01,    4.359021e-01,    8.882559e-01,    4.427816e-01,   -1.380730e+00,    9.356322e-01,    1.787722e-01,   -2.253113e-01,    4.241300e-04,   -4.104700e-04,    2.192600e-03,   -2.371800e-03,   -4.326700e-03,    3.515600e-03,    1.196400e-03,    5.820600e-04,    4.243400e-04,    4.243400e-04,    2.121700e-04,    2.121700e-04,    2.121700e-04,    2.121700e-04,    4.243400e-04,    4.243400e-04,
       106,    5.860000e-03,   -1.338595e-03,    6.629856e-04,    3.530671e-03,   -2.250612e-03,   -3.788154e-03,    3.346891e-03,   -1.773955e-04,    2.648065e-04,   -1.295185e+00,    1.153274e+00,   -1.435025e-01,   -1.935669e-01,   -9.390581e-01,    6.762250e-01,   -3.704074e-01,    3.899490e+00,   -1.950000e-03,    1.207400e-03,    3.496800e-03,   -2.296300e-03,   -4.009800e-03,    3.506500e-03,   -3.522500e-04,    2.105600e-03,    4.720600e-04,    4.720600e-04,    2.360300e-04,    2.360300e-04,    2.360300e-04,    2.360300e-04,    4.720600e-04,    4.720600e-04,
       107,    5.860000e-03,    3.855000e-04,   -4.527059e-04,    1.665770e-03,   -1.923181e-03,   -1.711245e-03,    1.707036e-03,    2.898445e-04,    4.495409e-05,    3.874382e-02,   -1.113787e+00,    8.396527e-01,   -4.290766e-01,   -5.807797e-02,    1.319577e+00,   -1.247801e+00,    1.199930e+00,    3.955800e-04,   -7.424800e-04,    1.775000e-03,   -1.979000e-03,   -1.718800e-03,    1.878700e-03,   -3.479600e-05,    3.571400e-04,    2.601700e-04,    2.601700e-04,    1.300900e-04,    1.300900e-04,    1.300900e-04,    1.300900e-04,    2.601700e-04,    2.601700e-04,
       108,    5.860000e-03,    6.219948e-04,   -9.656033e-04,    1.852318e-03,   -2.752582e-03,   -7.319881e-03,    7.948361e-03,    4.026157e-03,   -2.424936e-03,   -1.248370e-01,   -1.187913e+00,    4.393491e-01,   -6.458360e-01,   -4.466778e-01,    2.101489e+00,   -6.328621e-01,    1.154452e-03,    5.423900e-04,   -1.723100e-03,    1.992400e-03,   -2.958500e-03,   -7.462300e-03,    8.618400e-03,    3.622600e-03,   -2.424200e-03,    6.376700e-04,    6.376700e-04,    3.188400e-04,    3.188400e-04,    3.188400e-04,    3.188400e-04,    6.376700e-04,    6.376700e-04,
       109,    5.860000e-03,    8.563033e-04,   -7.116390e-04,    1.797613e-03,   -2.904743e-03,   -7.080932e-03,    6.156213e-03,    2.394491e-03,   -7.034714e-04,   -4.120051e-01,   -1.702137e+00,    4.406438e-01,   -1.449539e+00,    1.106200e+00,    3.125343e+00,   -1.096031e+00,    1.144889e+00,    6.025700e-04,   -1.759900e-03,    1.933300e-03,   -3.351100e-03,   -6.740300e-03,    7.118600e-03,    1.719500e-03,    1.608700e-06,    6.158500e-04,    6.158500e-04,    3.079300e-04,    3.079300e-04,    3.079300e-04,    3.079300e-04,    6.158500e-04,    6.158500e-04,
