MT,
     StaID,        Freq[Hz],     Re(Zxx)_Cal,     Im(Zxx)_Cal,     Re(Zxy)_Cal,     Im(Zxy)_Cal,     Re(Zyx)_Cal,     Im(Zyx)_Cal,     Re(Zyy)_Cal,     Im(Zyy)_Cal,     Re(Zxx)_Res,     Im(Zxx)_Res,     Re(Zxy)_Res,     Im(Zxy)_Res,     Re(Zyx)_Res,     Im(Zyx)_Res,     Re(Zyy)_Res,     Im(Zyy)_Res,     Re(Zxx)_Obs,     Im(Zxx)_Obs,     Re(Zxy)_Obs,     Im(Zxy)_Obs,     Re(Zyx)_Obs,     Im(Zyx)_Obs,     Re(Zyy)_Obs,     Im(Zyy)_Obs,      Re(Zxx)_SD,      Im(Zxx)_SD,      Re(Zxy)_SD,      Im(Zxy)_SD,      Re(Zyx)_SD,      Im(Zyx)_SD,      Re(Zyy)_SD,      Im(Zyy)_SD,
        36,    5.860000e-03,   -2.564062e-04,    2.233499e-04,    1.367115e-03,   -7.862370e-04,   -4.638830e-04,    6.007760e-04,   -4.246941e-04,    1.627986e-04,   -1.775563e+00,    9.525558e-01,    4.160288e-01,   -7.263003e-02,   -8.489368e-02,   -1.219615e+00,   -8.014614e-01,    1.104748e+00,   -4.457700e-04,    3.249400e-04,    1.389300e-03,   -7.901100e-04,   -4.684100e-04,    5.357400e-04,   -5.101700e-04,    2.806200e-04,    1.066500e-04,    1.066500e-04,    5.332500e-05,    5.332500e-05,    5.332500e-05,    5.332500e-05,    1.066500e-04,    1.066500e-04,
        37,    5.860000e-03,    6.664142e-06,    1.981079e-05,    6.617931e-04,   -1.021182e-03,   -8.445274e-04,    1.208515e-03,    9.507512e-05,   -5.791233e-05,    7.220409e-01,   -1.373559e-01,   -7.422746e-01,    1.136968e+00,   -2.067017e-01,    3.180699e-01,    4.071260e-01,    7.511519e-01,    1.005800e-04,    1.944900e-06,    6.135200e-04,   -9.472400e-04,   -8.579700e-04,    1.229200e-03,    1.480300e-04,    3.979000e-05,    1.300700e-04,    1.300700e-04,    6.503400e-05,    6.503400e-05,    6.503400e-05,    6.503400e-05,    1.300700e-04,    1.300700e-04,
        38,    5.860000e-03,    1.037508e-04,   -1.130416e-04,    2.676883e-04,   -6.501967e-04,   -4.713992e-04,    9.020530e-04,    2.547882e-05,   -2.328975e-06,    5.288013e-01,   -7.992991e-01,   -2.485623e+00,   -7.294968e-01,    4.606654e-01,    2.210286e-01,    4.855762e-01,    1.623624e+00,    1.483800e-04,   -1.805000e-04,    1.628000e-04,   -6.809800e-04,   -4.519600e-04,    9.113800e-04,    6.646000e-05,    1.347000e-04,    8.439700e-05,    8.439700e-05,    4.219800e-05,    4.219800e-05,    4.219800e-05,    4.219800e-05,    8.439700e-05,    8.439700e-05,
        39,    5.860000e-03,    1.020514e-04,   -8.762553e-06,    1.154417e-03,   -5.343693e-04,   -6.679311e-04,    6.942991e-04,   -6.016107e-04,    1.028341e-04,   -5.857674e-01,   -9.481176e-03,    1.265135e-01,    2.461036e-01,    6.216544e-01,   -2.521657e-01,   -2.238698e-01,    2.084513e+00,    3.831400e-05,   -9.794200e-06,    1.161300e-03,   -5.209800e-04,   -6.341100e-04,    6.805800e-04,   -6.259700e-04,    3.296500e-04,    1.088100e-04,    1.088100e-04,    5.440500e-05,    5.440500e-05,    5.440500e-05,    5.440500e-05,    1.088100e-04,    1.088100e-04,
        40,    5.860000e-03,   -2.834357e-04,    2.955857e-04,    2.955639e-04,   -3.996376e-04,   -1.232050e-03,    1.551747e-03,    2.106184e-04,    2.775234e-04,    5.855544e-01,    6.611740e-01,    1.026444e+00,    1.147036e+00,    7.532472e-01,   -6.996115e-01,    5.292498e-01,   -1.067881e-01,   -2.266100e-04,    3.597500e-04,    3.453700e-04,   -3.439800e-04,   -1.195500e-03,    1.517800e-03,    2.619800e-04,    2.671600e-04,    9.704600e-05,    9.704600e-05,    4.852300e-05,    4.852300e-05,    4.852300e-05,    4.852300e-05,    9.704600e-05,    9.704600e-05,
        41,    5.860000e-03,   -3.004653e-04,    4.115321e-04,    9.257651e-04,   -8.334128e-04,   -1.810100e-03,    1.374985e-03,   -4.654618e-04,   -2.320749e-04,    2.796611e-01,    1.035625e+00,    9.556731e-01,   -7.318536e-01,    1.479799e-02,    2.187824e-01,   -1.095344e+00,    1.789348e+00,   -2.513400e-04,    5.934500e-04,    1.009700e-03,   -8.976900e-04,   -1.808800e-03,    1.394200e-03,   -6.578700e-04,    8.224200e-05,    1.756600e-04,    1.756600e-04,    8.782800e-05,    8.782800e-05,    8.782800e-05,    8.782800e-05,    1.756600e-04,    1.756600e-04,
        42,    5.860000e-03,    2.468205e-04,   -2.130842e-04,    2.208705e-04,   -2.874841e-04,   -1.262545e-04,    1.909594e-04,   -6.978092e-05,    4.485262e-05,    4.346015e-01,   -1.395754e+00,   -5.486230e-01,   -1.274285e+00,   -1.444202e-01,   -3.255098e+00,   -2.192063e-01,    1.766781e+00,    2.585300e-04,   -2.506900e-04,    2.134800e-04,   -3.046500e-04,   -1.282000e-04,    1.471100e-04,   -7.568700e-05,    9.245500e-05,    2.694300e-05,    2.694300e-05,    1.347100e-05,    1.347100e-05,    1.347100e-05,    1.347100e-05,    2.694300e-05,    2.694300e-05,
        43,    5.860000e-03,   -1.052620e-04,    1.863179e-04,    1.378540e-03,   -1.270449e-03,   -5.659788e-03,    3.226982e-03,   -2.804325e-03,    4.223072e-04,   -7.538758e-01,    1.476236e+00,    6.837058e-01,    7.114075e-01,   -4.301465e-01,    2.652879e-01,   -1.223227e-01,    9.672564e-01,   -3.713500e-04,    7.073700e-04,    1.499200e-03,   -1.144900e-03,   -5.735700e-03,    3.273800e-03,   -2.847500e-03,    7.637100e-04,    3.529600e-04,    3.529600e-04,    1.764800e-04,    1.764800e-04,    1.764800e-04,    1.764800e-04,    3.529600e-04,    3.529600e-04,
        44,    5.860000e-03,   -2.168349e-04,    6.298414e-05,    6.813507e-04,   -5.409628e-04,   -1.602693e-03,    7.018189e-04,   -3.992183e-04,   -8.470707e-05,   -1.054993e+00,    1.653622e+00,    3.162452e-01,    3.962755e-01,   -1.046914e+00,    8.505995e-01,   -1.362829e+00,    1.564788e+00,   -3.500700e-04,    2.718200e-04,    7.013200e-04,   -5.159400e-04,   -1.668800e-03,    7.555300e-04,   -5.713300e-04,    1.129100e-04,    1.262900e-04,    1.262900e-04,    6.314500e-05,    6.314500e-05,    6.314500e-05,    6.314500e-05,    1.262900e-04,    1.262900e-04,
        45,    5.860000e-03,   -7.995077e-05,    4.875169e-05,    3.244701e-04,   -2.622822e-04,   -8.046632e-04,    3.092652e-04,   -5.903454e-07,   -8.851595e-05,   -9.699695e-01,   -4.141312e-01,    1.332319e+00,    1.117296e+00,   -2.263768e+00,   -1.890051e-01,   -5.233228e-01,    5.770379e-01,   -1.412800e-04,    2.256700e-05,    3.665900e-04,   -2.269600e-04,   -8.762300e-04,    3.032900e-04,   -3.367900e-05,   -5.203100e-05,    6.322800e-05,    6.322800e-05,    3.161400e-05,    3.161400e-05,    3.161400e-05,    3.161400e-05,    6.322800e-05,    6.322800e-05,
        46,    5.860000e-03,    1.143212e-04,    6.085287e-06,    4.929833e-04,   -1.767447e-04,   -5.626628e-04,    1.689117e-04,   -2.531459e-05,    6.385066e-05,   -9.845575e-01,   -2.562256e-01,   -2.140919e-01,   -2.392936e-01,    1.041863e+00,    2.663826e-01,    2.745255e-01,   -1.427924e+00,    6.103600e-05,   -7.781900e-06,    4.871900e-04,   -1.832200e-04,   -5.344700e-04,    1.761200e-04,   -1.045700e-05,   -1.343000e-05,    5.412100e-05,    5.412100e-05,    2.706000e-05,    2.706000e-05,    2.706000e-05,    2.706000e-05,    5.412100e-05,    5.412100e-05,
        47,    5.860000e-03,   -2.511497e-04,    2.225967e-06,    7.482866e-04,   -3.072307e-04,   -7.975889e-04,    2.861254e-04,   -3.184357e-05,    7.411394e-05,   -2.282607e+00,    1.694147e+00,   -2.339182e-01,    3.244267e-01,    6.872515e-01,   -1.170657e+00,   -3.263529e+00,    1.320190e+00,   -4.339500e-04,    1.379000e-04,    7.389200e-04,   -2.942400e-04,   -7.700700e-04,    2.392500e-04,   -2.932000e-04,    1.798400e-04,    8.008400e-05,    8.008400e-05,    4.004200e-05,    4.004200e-05,    4.004200e-05,    4.004200e-05,    8.008400e-05,    8.008400e-05,
        48,    5.860000e-03,   -2.034116e-03,    1.227262e-03,    9.890077e-04,   -8.076040e-04,   -4.430274e-03,    2.893112e-03,   -7.972053e-04,    9.188779e-04,   -2.650805e-01,   -5.112823e-01,    2.859004e-01,    7.740118e-01,    7.406251e-01,   -1.980641e-01,   -1.430964e+00,    2.217857e+00,   -2.101600e-03,    1.097100e-03,    1.025400e-03,   -7.090800e-04,   -4.336000e-03,    2.867900e-03,   -1.161500e-03,    1.483500e-03,    2.545800e-04,    2.545800e-04,    1.272900e-04,    1.272900e-04,    1.272900e-04,    1.272900e-04,    2.545800e-04,    2.545800e-04,
        49,    5.860000e-03,   -2.954015e-04,    5.046766e-05,    1.526987e-04,   -1.660478e-04,   -6.918029e-04,    2.713008e-04,   -1.348129e-04,    4.241801e-05,   -6.610516e-01,    3.772174e-01,   -4.552368e-01,    2.184700e+00,    1.007870e+00,   -1.041741e+00,   -3.993449e+00,    3.204639e+00,   -3.199100e-04,    6.445300e-05,    1.442600e-04,   -1.255500e-04,   -6.731200e-04,    2.519900e-04,   -2.828700e-04,    1.612300e-04,    3.707500e-05,    3.707500e-05,    1.853700e-05,    1.853700e-05,    1.853700e-05,    1.853700e-05,    3.707500e-05,    3.707500e-05,
        50,    5.860000e-03,   -5.824523e-04,    4.654370e-04,    3.789456e-03,   -3.123472e-03,   -3.437695e-03,    4.053373e-03,    8.206538e-04,   -1.198223e-04,   -9.403895e-01,    7.595479e-01,    2.154793e-01,   -1.187715e+00,    2.789104e-01,    9.844412e-01,    5.142780e-01,    6.377944e-02,   -1.082100e-03,    8.690000e-04,    3.846700e-03,   -3.439000e-03,   -3.363600e-03,    4.314900e-03,    1.093900e-03,   -8.593500e-05,    5.313200e-04,    5.313200e-04,    2.656600e-04,    2.656600e-04,    2.656600e-04,    2.656600e-04,    5.313200e-04,    5.313200e-04,
        51,    5.860000e-03,   -8.287188e-04,    8.429667e-04,    1.644669e-03,   -1.146089e-03,   -5.858007e-03,    5.801744e-03,   -1.230963e-03,    1.137349e-03,   -5.370158e-01,    7.949766e-02,   -1.045269e+00,   -8.359930e-01,    8.223741e-01,   -1.669045e-01,   -3.145764e-01,    1.573297e+00,   -1.042000e-03,    8.745400e-04,    1.437100e-03,   -1.312100e-03,   -5.694700e-03,    5.768600e-03,   -1.355900e-03,    1.762200e-03,    3.971600e-04,    3.971600e-04,    1.985800e-04,    1.985800e-04,    1.985800e-04,    1.985800e-04,    3.971600e-04,    3.971600e-04,
        52,    5.860000e-03,   -1.425503e-03,    1.422642e-03,    3.124761e-03,   -2.571171e-03,   -3.981311e-03,    4.280926e-03,    9.050999e-04,   -2.562810e-04,   -1.095825e+00,   -8.099309e-02,    7.491211e-01,   -2.936911e-01,    8.819988e-01,   -7.091273e-01,   -4.502292e-02,    1.447413e+00,   -1.957800e-03,    1.383300e-03,    3.306700e-03,   -2.642500e-03,   -3.767100e-03,    4.108700e-03,    8.832300e-04,    4.468000e-04,    4.857500e-04,    4.857500e-04,    2.428700e-04,    2.428700e-04,    2.428700e-04,    2.428700e-04,    4.857500e-04,    4.857500e-04,
        53,    5.860000e-03,   -9.757697e-04,    5.270412e-04,    1.691127e-03,   -6.664738e-04,   -1.458111e-03,    1.060637e-03,    9.399859e-04,   -1.289900e-04,   -1.179454e+00,    1.502797e-01,    7.673754e-02,    1.656069e+00,   -9.001488e-01,   -1.764992e-01,   -7.202613e-01,    2.398417e-01,   -1.190100e-03,    5.543500e-04,    1.698100e-03,   -5.160000e-04,   -1.539900e-03,    1.044600e-03,    8.091000e-04,   -8.540600e-05,    1.817200e-04,    1.817200e-04,    9.086200e-05,    9.086200e-05,    9.086200e-05,    9.086200e-05,    1.817200e-04,    1.817200e-04,
        54,    5.860000e-03,   -2.572812e-03,    2.713333e-03,    4.540340e-03,   -3.564273e-03,   -4.273929e-03,    4.646264e-03,    1.763506e-03,   -1.047716e-03,   -1.079582e+00,   -6.373623e-02,    1.348789e+00,    3.332446e-01,    4.979392e-01,   -8.599144e-01,    3.829093e-01,    8.466937e-01,   -3.223800e-03,    2.674900e-03,    4.947000e-03,   -3.463800e-03,   -4.123800e-03,    4.387000e-03,    1.994400e-03,   -5.371600e-04,    6.030000e-04,    6.030000e-04,    3.015000e-04,    3.015000e-04,    3.015000e-04,    3.015000e-04,    6.030000e-04,    6.030000e-04,
        55,    5.860000e-03,   -2.148501e-03,    1.732887e-03,    5.112937e-03,   -3.193513e-03,   -4.454622e-03,    4.413789e-03,    3.156093e-03,   -1.476478e-03,   -1.878870e+00,    8.828109e-01,    5.434297e-01,   -1.129400e+00,   -2.309371e-01,   -1.459636e-01,    6.464210e-01,   -6.914773e-01,   -3.337600e-03,    2.291600e-03,    5.284900e-03,   -3.550900e-03,   -4.527700e-03,    4.367600e-03,    3.565200e-03,   -1.914100e-03,    6.328800e-04,    6.328800e-04,    3.164400e-04,    3.164400e-04,    3.164400e-04,    3.164400e-04,    6.328800e-04,    6.328800e-04,
        56,    5.860000e-03,   -2.422921e-03,    1.323022e-03,    3.097175e-03,   -1.286115e-03,   -8.128960e-03,    5.007320e-03,    6.581784e-03,   -1.263886e-03,   -2.235138e-01,   -1.541155e-01,    2.582852e-01,    8.242405e-01,   -9.590551e-01,   -7.250614e-01,    8.625736e-01,   -6.861562e-01,   -2.550000e-03,    1.235400e-03,    3.170600e-03,   -1.051800e-03,   -8.401600e-03,    4.801200e-03,    7.072200e-03,   -1.654000e-03,    5.685500e-04,    5.685500e-04,    2.842800e-04,    2.842800e-04,    2.842800e-04,    2.842800e-04,    5.685500e-04,    5.685500e-04,
        57,    5.860000e-03,   -8.784454e-04,    4.983663e-04,    2.150631e-03,   -8.008438e-04,   -1.027433e-03,    8.366620e-04,    6.342964e-04,   -1.040188e-04,   -3.319533e-01,    1.789204e-01,    8.289463e-02,    9.537965e-01,    9.516421e-01,   -3.863783e-01,   -3.377326e-01,    9.924961e-02,   -9.342600e-04,    5.284500e-04,    2.157600e-03,   -7.206600e-04,   -9.474300e-04,    8.041800e-04,    5.775100e-04,   -8.733100e-05,    1.681400e-04,    1.681400e-04,    8.406800e-05,    8.406800e-05,    8.406800e-05,    8.406800e-05,    1.681400e-04,    1.681400e-04,
        58,    5.860000e-03,    5.378714e-03,   -3.463104e-03,    1.117292e-02,   -3.675089e-03,   -1.535569e-03,    1.259355e-03,   -2.044502e-03,    5.347959e-04,    8.544760e-01,   -3.689406e+00,    1.888886e-01,    5.133699e-01,    1.020120e+00,   -2.790925e-01,   -1.538867e-01,    1.953748e-01,    5.768500e-03,   -5.146100e-03,    1.121600e-02,   -3.558000e-03,   -1.302900e-03,    1.195700e-03,   -2.114700e-03,    6.239200e-04,    4.561700e-04,    4.561700e-04,    2.280800e-04,    2.280800e-04,    2.280800e-04,    2.280800e-04,    4.561700e-04,    4.561700e-04,
        59,    5.860000e-03,   -2.559957e-03,    1.696691e-03,    3.509252e-03,   -1.926714e-03,   -1.428702e-03,    1.271795e-03,    1.096286e-03,   -4.500742e-04,   -1.081935e+00,    2.733578e-01,    1.485507e+00,    8.276744e-01,   -1.094668e-01,   -6.532332e-01,    7.252873e-03,    3.156909e-01,   -2.860400e-03,    1.772600e-03,    3.715500e-03,   -1.811800e-03,   -1.443900e-03,    1.181100e-03,    1.098300e-03,   -3.624100e-04,    2.776900e-04,    2.776900e-04,    1.388400e-04,    1.388400e-04,    1.388400e-04,    1.388400e-04,    2.776900e-04,    2.776900e-04,
        60,    5.860000e-03,   -1.667309e-03,    8.579730e-04,    4.383976e-03,   -2.357980e-03,   -1.665679e-03,    1.810524e-03,    3.203342e-05,    7.384331e-06,   -2.509579e+00,    7.395846e-01,    8.850659e-01,    7.829474e-01,    3.891383e-01,    2.246550e-01,    5.033051e-01,   -1.314364e-01,   -2.549300e-03,    1.117900e-03,    4.539500e-03,   -2.220400e-03,   -1.597300e-03,    1.850000e-03,    2.089200e-04,   -3.880900e-05,    3.514500e-04,    3.514500e-04,    1.757200e-04,    1.757200e-04,    1.757200e-04,    1.757200e-04,    3.514500e-04,    3.514500e-04,
        61,    5.860000e-03,   -7.544888e-03,    5.239885e-03,    8.244824e-03,   -4.621612e-03,   -4.061339e-03,    3.304998e-03,    2.087680e-03,   -9.640195e-04,   -1.651164e+00,    9.798229e-01,    1.827607e+00,    1.610836e+00,   -3.459377e-01,   -2.447055e-01,    6.149976e-01,    4.573914e-02,   -8.731100e-03,    5.943800e-03,    8.901300e-03,   -4.043000e-03,   -4.185600e-03,    3.217100e-03,    2.529500e-03,   -9.311600e-04,    7.184100e-04,    7.184100e-04,    3.592000e-04,    3.592000e-04,    3.592000e-04,    3.592000e-04,    7.184100e-04,    7.184100e-04,
        62,    5.860000e-03,    2.006698e-04,   -1.797076e-04,    2.771859e-06,   -1.227292e-04,   -1.129127e-03,    1.031791e-03,    5.192945e-04,   -3.374678e-04,   -8.661733e-01,    1.435197e-01,   -1.392002e+00,    3.858292e-01,   -6.410501e-01,   -1.076417e+00,   -2.341256e-01,   -3.656043e-01,    1.639900e-04,   -1.736300e-04,   -2.670100e-05,   -1.145600e-04,   -1.142700e-03,    1.009000e-03,    5.093800e-04,   -3.529500e-04,    4.234700e-05,    4.234700e-05,    2.117300e-05,    2.117300e-05,    2.117300e-05,    2.117300e-05,    4.234700e-05,    4.234700e-05,
        63,    5.860000e-03,   -5.910662e-05,    1.032041e-04,    1.160638e-03,   -8.809805e-04,   -2.209549e-03,    1.833249e-03,    1.893295e-04,   -1.314683e-04,   -9.650895e-01,   -5.244276e-01,    4.689106e-01,    9.024248e-01,    4.002015e-01,    7.196143e-01,    3.012172e-01,    2.965530e-01,   -2.561200e-04,   -3.852500e-06,    1.208500e-03,   -7.888700e-04,   -2.168700e-03,    1.906700e-03,    2.508200e-04,   -7.093000e-05,    2.041400e-04,    2.041400e-04,    1.020700e-04,    1.020700e-04,    1.020700e-04,    1.020700e-04,    2.041400e-04,    2.041400e-04,
        64,    5.860000e-03,   -7.546485e-04,    3.101370e-04,    2.501968e-03,   -1.686502e-03,   -4.313391e-03,    3.254652e-03,    4.418072e-04,   -3.641034e-04,   -1.327914e+00,   -1.131406e-01,    1.110719e-01,    4.073516e-01,   -1.276438e-01,    1.029388e+00,    6.100628e-01,    4.416800e-01,   -1.295800e-03,    2.640300e-04,    2.524600e-03,   -1.603500e-03,   -4.339400e-03,    3.464400e-03,    6.904200e-04,   -1.841100e-04,    4.075200e-04,    4.075200e-04,    2.037600e-04,    2.037600e-04,    2.037600e-04,    2.037600e-04,    4.075200e-04,    4.075200e-04,
        65,    5.860000e-03,   -2.094811e-03,    1.323610e-03,    1.563137e-03,   -1.567562e-03,   -6.684889e-03,    4.907093e-03,   -3.874023e-03,    1.031560e-03,   -1.853553e+00,    1.199648e+00,    1.465898e+00,    9.285814e-01,    1.531410e-01,   -3.205287e-01,    7.824684e-02,    7.783808e-01,   -2.905500e-03,    1.848300e-03,    1.883700e-03,   -1.364500e-03,   -6.651400e-03,    4.837000e-03,   -3.839800e-03,    1.372000e-03,    4.373700e-04,    4.373700e-04,    2.186800e-04,    2.186800e-04,    2.186800e-04,    2.186800e-04,    4.373700e-04,    4.373700e-04,
        66,    5.860000e-03,   -1.527529e-03,    7.780254e-04,    4.163825e-03,   -2.334463e-03,   -1.672176e-03,    2.019993e-03,   -7.588663e-04,    3.626318e-04,   -1.709617e+00,    1.924498e+00,    2.445447e-01,    2.538322e+00,   -8.226163e-02,    8.015900e-01,    1.781030e-01,   -1.983402e-01,   -2.135400e-03,    1.462300e-03,    4.207300e-03,   -1.883200e-03,   -1.686800e-03,    2.162500e-03,   -6.955400e-04,    2.921100e-04,    3.555600e-04,    3.555600e-04,    1.777800e-04,    1.777800e-04,    1.777800e-04,    1.777800e-04,    3.555600e-04,    3.555600e-04,
        67,    5.860000e-03,   -8.916338e-04,    2.544323e-04,    2.538845e-03,   -1.319769e-03,   -1.011282e-03,    1.095570e-03,    8.198123e-04,   -2.200682e-04,   -2.198995e-01,    9.998410e-01,   -5.225042e-01,   -4.947868e-01,    1.663915e-01,   -3.641617e-01,   -1.579685e-01,   -2.245077e-01,   -9.362800e-04,    4.574300e-04,    2.485800e-03,   -1.370000e-03,   -9.943900e-04,    1.058600e-03,    7.877400e-04,   -2.656500e-04,    2.030300e-04,    2.030300e-04,    1.015200e-04,    1.015200e-04,    1.015200e-04,    1.015200e-04,    2.030300e-04,    2.030300e-04,
        68,    5.860000e-03,   -7.305290e-04,    2.189615e-04,    1.782383e-03,   -1.464391e-03,   -2.295986e-03,    2.231664e-03,    7.945130e-04,    5.567980e-05,    3.846584e-01,    5.960079e-01,    7.670640e-02,    8.258726e-01,   -2.066374e+00,    7.045253e-01,   -2.519073e-01,   -1.650479e+00,   -6.230400e-04,    3.855100e-04,    1.793100e-03,   -1.349000e-03,   -2.584700e-03,    2.330100e-03,    7.241200e-04,   -4.055300e-04,    2.794400e-04,    2.794400e-04,    1.397200e-04,    1.397200e-04,    1.397200e-04,    1.397200e-04,    2.794400e-04,    2.794400e-04,
        69,    5.860000e-03,   -4.727449e-04,    1.425676e-04,    1.976887e-03,   -1.602082e-03,   -2.769419e-04,    5.732587e-04,   -2.007868e-06,    2.295842e-05,   -1.991645e-01,   -1.184810e+00,    6.472273e-01,   -5.731506e-01,   -1.757151e+00,    5.052896e-01,   -7.822038e-01,    1.114661e+00,   -5.001400e-04,   -2.040300e-05,    2.021400e-03,   -1.641500e-03,   -3.977900e-04,    6.080100e-04,   -1.096000e-04,    1.762800e-04,    1.375500e-04,    1.375500e-04,    6.877500e-05,    6.877500e-05,    6.877500e-05,    6.877500e-05,    1.375500e-04,    1.375500e-04,
        70,    5.860000e-03,   -4.357049e-03,    4.103068e-03,    8.157175e-03,   -7.929100e-03,   -9.156615e-03,    1.075953e-02,    1.116067e-02,   -9.255128e-03,   -4.229084e-01,    3.291413e-01,   -1.125164e+00,   -3.082173e-01,   -9.788520e-01,    3.308044e-01,   -8.681068e-01,   -9.577350e-02,   -4.895200e-03,    4.521900e-03,    7.441300e-03,   -8.125200e-03,   -9.779400e-03,    1.097000e-02,    1.005600e-02,   -9.377000e-03,    1.272500e-03,    1.272500e-03,    6.362400e-04,    6.362400e-04,    6.362400e-04,    6.362400e-04,    1.272500e-03,    1.272500e-03,
        71,    5.860000e-03,   -3.338540e-03,    2.780225e-03,    8.944036e-03,   -8.923041e-03,   -5.219906e-03,    6.498423e-03,    8.204795e-03,   -7.312477e-03,    5.089942e-01,   -1.164843e+00,   -5.188908e-01,   -1.792393e+00,   -7.303589e-01,   -2.705446e-01,    1.060614e-01,   -5.175081e-01,   -2.801500e-03,    1.551200e-03,    8.670300e-03,   -9.868600e-03,   -5.605200e-03,    6.355700e-03,    8.316700e-03,   -7.858500e-03,    1.055100e-03,    1.055100e-03,    5.275400e-04,    5.275400e-04,    5.275400e-04,    5.275400e-04,    1.055100e-03,    1.055100e-03,
        72,    5.860000e-03,   -1.127018e-03,    2.843014e-05,    6.737863e-03,   -7.494151e-03,   -3.163421e-03,    6.484365e-03,   -4.790650e-03,    5.283400e-03,   -1.669497e-01,   -1.148457e-01,   -2.826167e-01,   -5.961620e-01,   -1.301550e+00,    1.711597e+00,   -5.709767e-02,    1.651958e+00,   -1.279500e-03,   -7.646300e-05,    6.608800e-03,   -7.766400e-03,   -3.757800e-03,    7.266000e-03,   -4.842800e-03,    6.792200e-03,    9.133400e-04,    9.133400e-04,    4.566700e-04,    4.566700e-04,    4.566700e-04,    4.566700e-04,    9.133400e-04,    9.133400e-04,
        73,    5.860000e-03,   -3.464687e-04,    8.725875e-05,    1.979099e-03,   -2.174669e-03,   -4.742400e-04,    9.848588e-04,   -2.349298e-04,    3.262128e-04,    1.771806e-01,   -6.487425e-01,   -6.695626e-01,   -2.009038e+00,   -1.391937e+00,    5.419574e-02,   -1.703297e-02,    1.368199e+00,   -3.131800e-04,   -3.462700e-05,    1.916200e-03,   -2.363400e-03,   -6.050000e-04,    9.899500e-04,   -2.381300e-04,    5.832700e-04,    1.878800e-04,    1.878800e-04,    9.394100e-05,    9.394100e-05,    9.394100e-05,    9.394100e-05,    1.878800e-04,    1.878800e-04,
        74,    5.860000e-03,   -1.663862e-03,    1.278882e-03,    4.375169e-03,   -4.520285e-03,   -6.475978e-04,    1.137435e-03,    6.540589e-04,   -6.146331e-04,   -5.980268e-01,    5.868050e-01,    3.943118e-01,   -1.740114e+00,   -1.132172e+00,   -4.734305e-01,    9.132776e-02,    3.934942e-01,   -1.840800e-03,    1.452500e-03,    4.433500e-03,   -4.777700e-03,   -8.150800e-04,    1.067400e-03,    6.810800e-04,   -4.982100e-04,    2.958700e-04,    2.958700e-04,    1.479300e-04,    1.479300e-04,    1.479300e-04,    1.479300e-04,    2.958700e-04,    2.958700e-04,
        75,    5.860000e-03,    1.431409e-03,   -2.712585e-03,    7.379062e-03,   -8.106811e-03,   -2.064322e-03,    3.551618e-03,   -2.084645e-03,    2.166647e-03,    7.842769e-01,    1.425531e+00,   -1.518611e+00,    7.025492e-01,   -7.264666e-01,   -3.414348e-01,   -1.929639e-01,   -3.177390e-01,    1.947400e-03,   -1.774700e-03,    6.879500e-03,   -7.875700e-03,   -2.303300e-03,    3.439300e-03,   -2.211600e-03,    1.957600e-03,    6.579200e-04,    6.579200e-04,    3.289600e-04,    3.289600e-04,    3.289600e-04,    3.289600e-04,    6.579200e-04,    6.579200e-04,
        76,    5.860000e-03,    2.523134e-04,   -4.411540e-04,    2.255234e-04,   -5.512481e-04,   -1.383086e-03,    1.939228e-03,    1.085934e-03,   -6.250501e-04,    2.619300e-01,   -6.199999e-01,    5.454533e-01,   -4.845095e-01,   -1.247124e+00,    3.252718e+00,   -1.338074e-01,   -5.561331e-01,    2.860500e-04,   -5.210100e-04,    2.606500e-04,   -5.824500e-04,   -1.463400e-03,    2.148700e-03,    1.068700e-03,   -6.966800e-04,    1.288000e-04,    1.288000e-04,    6.439900e-05,    6.439900e-05,    6.439900e-05,    6.439900e-05,    1.288000e-04,    1.288000e-04,
        77,    5.860000e-03,   -4.335820e-03,    1.805448e-03,    1.280274e-02,   -9.841494e-03,   -1.354138e-03,    9.545795e-04,    3.358554e-03,   -2.490782e-03,   -1.529544e+00,    7.548782e-01,    1.182887e+00,   -1.369388e+00,    4.607871e-01,   -2.558438e+00,    6.966393e-01,   -8.259681e-01,   -5.045100e-03,    2.155500e-03,    1.307700e-02,   -1.015900e-02,   -1.247300e-03,    3.613800e-04,    3.681600e-03,   -2.873800e-03,    4.637200e-04,    4.637200e-04,    2.318600e-04,    2.318600e-04,    2.318600e-04,    2.318600e-04,    4.637200e-04,    4.637200e-04,
        78,    5.860000e-03,   -7.566338e-03,    9.210884e-03,    9.251983e-03,   -8.829419e-03,   -5.396009e-03,    7.285038e-03,    4.506423e-03,   -3.648278e-03,   -8.063743e-01,    8.688886e-01,   -2.439105e-01,   -3.320432e-01,   -9.850853e-01,    6.438025e-01,    6.630491e-02,   -7.377423e-04,   -8.464800e-03,    1.017900e-02,    9.116100e-03,   -9.014400e-03,   -5.944800e-03,    7.643700e-03,    4.580300e-03,   -3.649100e-03,    1.114200e-03,    1.114200e-03,    5.571000e-04,    5.571000e-04,    5.571000e-04,    5.571000e-04,    1.114200e-03,    1.114200e-03,
