MT    15
1  1  -60.000  -20.000  
5
1.00000 -2.1595e-04 -2.0796e-06 2.0403e-02 -1.9305e-02 -2.0250e-02 1.9934e-02 1.9159e-04 1.9688e-04 5.6502e-03 5.6502e-03 1.4126e-03 1.4126e-03 1.4126e-03 1.4126e-03 5.6502e-03 5.6502e-03 
0.10000 2.4063e-04 7.9965e-05 6.8051e-03 -6.4748e-03 -6.0772e-03 6.2536e-03 1.5609e-04 -7.8176e-05 1.8101e-03 1.8101e-03 4.5252e-04 4.5252e-04 4.5252e-04 4.5252e-04 1.8101e-03 1.8101e-03 
0.01000 1.1404e-04 -6.5725e-05 2.1716e-03 -2.1272e-03 -1.9325e-03 1.9436e-03 5.2603e-05 -4.2276e-05 5.7730e-04 5.7730e-04 1.4432e-04 1.4432e-04 1.4432e-04 1.4432e-04 5.7730e-04 5.7730e-04 
0.00100 3.6693e-05 -3.1603e-05 6.9000e-04 -6.8366e-04 -6.1272e-04 6.1300e-04 1.6994e-05 -1.5762e-05 1.8351e-04 1.8351e-04 4.5877e-05 4.5877e-05 4.5877e-05 4.5877e-05 1.8351e-04 1.8351e-04 
5  5  30.000  20.000  
5
10.00000 7.4961e-07 -5.0047e-06 6.2535e-02 -6.2766e-02 -6.2536e-02 6.2709e-02 -4.2383e-06 7.7718e-06 1.7716e-02 1.7716e-02 4.4291e-03 4.4291e-03 4.4291e-03 4.4291e-03 1.7716e-02 1.7716e-02 
1.00000 6.0197e-05 -3.1542e-05 2.1384e-02 -1.9078e-02 -2.0906e-02 2.0032e-02 -9.1880e-05 -1.0027e-04 5.7611e-03 5.7611e-03 1.4403e-03 1.4403e-03 1.4403e-03 1.4403e-03 5.7611e-03 5.7611e-03 
0.10000 -1.2907e-04 -1.7340e-05 7.2049e-03 -6.7274e-03 -6.0162e-03 6.3681e-03 -8.6549e-05 3.6744e-05 1.8586e-03 1.8586e-03 4.6464e-04 4.6464e-04 4.6464e-04 4.6464e-04 1.8586e-03 1.8586e-03 
0.01000 -5.5444e-05 3.4758e-05 2.2985e-03 -2.2393e-03 -1.9000e-03 1.9332e-03 -3.0403e-05 2.3505e-05 5.8986e-04 5.8986e-04 1.4746e-04 1.4746e-04 1.4746e-04 1.4746e-04 5.8986e-04 5.8986e-04 
0.00100 -1.7756e-05 1.5605e-05 7.3029e-04 -7.2238e-04 -6.0233e-04 6.0485e-04 -9.8246e-06 9.0239e-06 1.8728e-04 1.8728e-04 4.6820e-05 4.6820e-05 4.6820e-05 4.6820e-05 1.8728e-04 1.8728e-04 
6  6  60.000  0.000  
5
10.00000 3.0971e-06 -2.1571e-06 6.3247e-02 -6.2208e-02 -6.3224e-02 6.2193e-02 -2.7738e-06 2.9749e-06 1.7740e-02 1.7740e-02 4.4350e-03 4.4350e-03 4.4350e-03 4.4350e-03 1.7740e-02 1.7740e-02 
1.00000 3.8690e-05 1.0829e-04 1.7109e-02 -2.0939e-02 -1.6737e-02 2.1478e-02 -2.6568e-05 -1.0398e-04 5.4269e-03 5.4269e-03 1.3567e-03 1.3567e-03 1.3567e-03 1.3567e-03 5.4269e-03 5.4269e-03 
0.10000 1.3544e-04 -2.3815e-05 4.5684e-03 -5.4819e-03 -4.3172e-03 5.1916e-03 -1.4437e-04 2.2111e-05 1.3883e-03 1.3883e-03 3.4707e-04 3.4707e-04 3.4707e-04 3.4707e-04 1.3883e-03 1.3883e-03 
0.01000 5.2891e-05 -3.6628e-05 1.3944e-03 -1.5115e-03 -1.3739e-03 1.4574e-03 -5.7154e-05 3.8862e-05 4.0590e-04 4.0590e-04 1.0148e-04 1.0148e-04 1.0148e-04 1.0148e-04 4.0590e-04 4.0590e-04 
0.00100 1.7078e-05 -1.5278e-05 4.4078e-04 -4.5238e-04 -4.3501e-04 4.4313e-04 -1.8545e-05 1.6479e-05 1.2525e-04 1.2525e-04 3.1313e-05 3.1313e-05 3.1313e-05 3.1313e-05 1.2525e-04 1.2525e-04 
7  7  30.000  0.000  
5
10.00000 8.8192e-06 -1.1805e-05 6.2364e-02 -6.2770e-02 -6.2405e-02 6.2559e-02 -2.6467e-07 8.3101e-06 1.7685e-02 1.7685e-02 4.4212e-03 4.4212e-03 4.4212e-03 4.4212e-03 1.7685e-02 1.7685e-02 
1.00000 1.0503e-04 4.0854e-04 2.1702e-02 -1.8956e-02 -1.9924e-02 2.1052e-02 -3.8074e-05 -1.3729e-04 5.7800e-03 5.7800e-03 1.4450e-03 1.4450e-03 1.4450e-03 1.4450e-03 5.7800e-03 5.7800e-03 
0.10000 6.4612e-04 -7.4080e-05 7.5398e-03 -6.8321e-03 -5.2808e-03 5.9477e-03 -2.1254e-04 3.7302e-05 1.7992e-03 1.7992e-03 4.4980e-04 4.4980e-04 4.4980e-04 4.4980e-04 1.7992e-03 1.7992e-03 
0.01000 2.5370e-04 -1.7407e-04 2.4222e-03 -2.3310e-03 -1.6767e-03 1.7374e-03 -7.9362e-05 5.6291e-05 5.6980e-04 5.6980e-04 1.4245e-04 1.4245e-04 1.4245e-04 1.4245e-04 5.6980e-04 5.6980e-04 
0.00100 8.1461e-05 -7.2940e-05 7.7014e-04 -7.5867e-04 -5.3148e-04 5.3691e-04 -2.5482e-05 2.2987e-05 1.8074e-04 1.8074e-04 4.5186e-05 4.5186e-05 4.5186e-05 4.5186e-05 1.8074e-04 1.8074e-04 
8  8  0.000  20.000  
5
10.00000 1.3043e-06 -1.8225e-05 6.2725e-02 -6.2477e-02 -6.2734e-02 6.2464e-02 -1.3417e-06 1.6113e-05 1.7706e-02 1.7706e-02 4.4265e-03 4.4265e-03 4.4265e-03 4.4265e-03 1.7706e-02 1.7706e-02 
1.00000 9.9005e-05 4.3796e-04 1.9247e-02 -2.0210e-02 -1.9095e-02 2.0424e-02 -1.6346e-04 -2.6737e-04 5.5869e-03 5.5869e-03 1.3967e-03 1.3967e-03 1.3967e-03 1.3967e-03 5.5869e-03 5.5869e-03 
0.10000 7.7689e-04 -6.8648e-05 5.8701e-03 -6.0865e-03 -5.9266e-03 5.8651e-03 -2.9893e-04 9.4769e-05 1.6794e-03 1.6794e-03 4.1984e-04 4.1984e-04 4.1984e-04 4.1984e-04 1.6794e-03 1.6794e-03 
0.01000 3.0897e-04 -2.0977e-04 1.8401e-03 -1.8715e-03 -1.9405e-03 1.9030e-03 -1.0121e-04 7.8785e-05 5.3417e-04 5.3417e-04 1.3354e-04 1.3354e-04 1.3354e-04 1.3354e-04 5.3417e-04 5.3417e-04 
0.00100 9.9167e-05 -8.8608e-05 5.8308e-04 -5.8543e-04 -6.1607e-04 6.1120e-04 -3.2134e-05 2.9836e-05 1.6936e-04 1.6936e-04 4.2339e-05 4.2339e-05 4.2339e-05 4.2339e-05 1.6936e-04 1.6936e-04 
9  9  0.000  -20.000  
5
10.00000 4.7180e-06 -2.5391e-05 6.2650e-02 -6.2625e-02 -6.2635e-02 6.2583e-02 -2.6091e-06 2.0197e-05 1.7713e-02 1.7713e-02 4.4281e-03 4.4281e-03 4.4281e-03 4.4281e-03 1.7713e-02 1.7713e-02 
1.00000 1.7140e-04 5.7920e-04 2.0470e-02 -1.9290e-02 -1.9906e-02 2.0198e-02 -1.5572e-04 -3.7709e-04 5.6485e-03 5.6485e-03 1.4121e-03 1.4121e-03 1.4121e-03 1.4121e-03 5.6485e-03 5.6485e-03 
0.10000 9.5266e-04 -1.0152e-04 6.8798e-03 -6.4931e-03 -6.1531e-03 6.0835e-03 -5.1724e-04 1.0300e-04 1.8095e-03 1.8095e-03 4.5237e-04 4.5237e-04 4.5237e-04 4.5237e-04 1.8095e-03 1.8095e-03 
0.01000 3.7835e-04 -2.5767e-04 2.2021e-03 -2.1482e-03 -2.0000e-03 1.9671e-03 -1.9494e-04 1.3818e-04 5.8753e-04 5.8753e-04 1.4688e-04 1.4688e-04 1.4688e-04 1.4688e-04 5.8753e-04 5.8753e-04 
0.00100 1.2164e-04 -1.0866e-04 6.9997e-04 -6.9252e-04 -6.3478e-04 6.3039e-04 -6.2784e-05 5.6540e-05 1.8771e-04 1.8771e-04 4.6928e-05 4.6928e-05 4.6928e-05 4.6928e-05 1.8771e-04 1.8771e-04 
10  10  30.000  -20.000  
5
10.00000 4.5882e-06 -6.1635e-06 6.2827e-02 -6.2390e-02 -6.2784e-02 6.2448e-02 -5.2999e-06 8.8678e-06 1.7709e-02 1.7709e-02 4.4274e-03 4.4274e-03 4.4274e-03 4.4274e-03 1.7709e-02 1.7709e-02 
1.00000 7.0579e-05 2.0207e-04 1.8679e-02 -2.0516e-02 -1.9074e-02 2.0072e-02 -9.3378e-05 -3.0033e-04 5.5435e-03 5.5435e-03 1.3859e-03 1.3859e-03 1.3859e-03 1.3859e-03 5.5435e-03 5.5435e-03 
0.10000 2.6527e-04 -4.4751e-05 5.3691e-03 -5.8989e-03 -6.4311e-03 5.9033e-03 -3.9619e-04 6.8262e-05 1.6689e-03 1.6689e-03 4.1723e-04 4.1723e-04 4.1723e-04 4.1723e-04 1.6689e-03 1.6689e-03 
0.01000 1.0368e-04 -7.1707e-05 1.6690e-03 -1.7359e-03 -2.1434e-03 2.0384e-03 -1.5603e-04 1.0675e-04 5.3378e-04 5.3378e-04 1.3344e-04 1.3344e-04 1.3344e-04 1.3344e-04 5.3378e-04 5.3378e-04 
0.00100 3.3461e-05 -2.9934e-05 5.2874e-04 -5.3474e-04 -6.8150e-04 6.6930e-04 -5.0658e-05 4.5060e-05 1.6951e-04 1.6951e-04 4.2377e-05 4.2377e-05 4.2377e-05 4.2377e-05 1.6951e-04 1.6951e-04 
11  11  -30.000  20.000  
5
10.00000 -4.1397e-06 7.5146e-06 6.2943e-02 -6.2349e-02 -6.2893e-02 6.2397e-02 4.4503e-06 -1.0299e-05 1.7719e-02 1.7719e-02 4.4298e-03 4.4298e-03 4.4298e-03 4.4298e-03 1.7719e-02 1.7719e-02 
1.00000 -8.0894e-05 -2.0564e-04 1.8264e-02 -2.0622e-02 -1.8571e-02 2.0343e-02 1.0280e-04 2.9246e-04 5.5091e-03 5.5091e-03 1.3773e-03 1.3773e-03 1.3773e-03 1.3773e-03 5.5091e-03 5.5091e-03 
0.10000 -2.6708e-04 4.7379e-05 5.1573e-03 -5.7878e-03 -6.0233e-03 5.7474e-03 3.8319e-04 -6.9015e-05 1.6067e-03 1.6067e-03 4.0169e-04 4.0169e-04 4.0169e-04 4.0169e-04 1.6067e-03 1.6067e-03 
0.01000 -1.0404e-04 7.2245e-05 1.5969e-03 -1.6766e-03 -1.9997e-03 1.9266e-03 1.5033e-04 -1.0327e-04 5.0713e-04 5.0713e-04 1.2678e-04 1.2678e-04 1.2678e-04 1.2678e-04 5.0713e-04 5.0713e-04 
0.00100 -3.3560e-05 3.0064e-05 5.0569e-04 -5.1311e-04 -6.3561e-04 6.2679e-04 4.8793e-05 -4.3446e-05 1.6039e-04 1.6039e-04 4.0097e-05 4.0097e-05 4.0097e-05 4.0097e-05 1.6039e-04 1.6039e-04 
12  12  -60.000  20.000  
5
10.00000 -1.1471e-06 3.1493e-05 6.2597e-02 -6.2651e-02 -6.2575e-02 6.2584e-02 -1.6216e-06 -2.3103e-05 1.7706e-02 1.7706e-02 4.4266e-03 4.4266e-03 4.4266e-03 4.4266e-03 1.7706e-02 1.7706e-02 
1.00000 -2.2291e-04 -6.3772e-04 2.0723e-02 -1.9193e-02 -1.9967e-02 2.0345e-02 1.7028e-04 3.7227e-04 5.6751e-03 5.6751e-03 1.4188e-03 1.4188e-03 1.4188e-03 1.4188e-03 5.6751e-03 5.6751e-03 
0.10000 -1.0257e-03 1.2366e-04 7.0393e-03 -6.5667e-03 -6.0271e-03 6.0712e-03 5.1281e-04 -1.0721e-04 1.8150e-03 1.8150e-03 4.5375e-04 4.5375e-04 4.5375e-04 4.5375e-04 1.8150e-03 1.8150e-03 
0.01000 -4.0429e-04 2.7730e-04 2.2568e-03 -2.1921e-03 -1.9536e-03 1.9346e-03 1.9185e-04 -1.3691e-04 5.8823e-04 5.8823e-04 1.4706e-04 1.4706e-04 1.4706e-04 1.4706e-04 5.8823e-04 5.8823e-04 
0.00100 -1.2991e-04 1.1627e-04 7.1749e-04 -7.0885e-04 -6.1997e-04 6.1703e-04 6.1734e-05 -5.5706e-05 1.8785e-04 1.8785e-04 4.6963e-05 4.6963e-05 4.6963e-05 4.6963e-05 1.8785e-04 1.8785e-04 
13  13  60.000  -20.000  
5
10.00000 -3.1705e-06 1.4447e-05 6.2705e-02 -6.2496e-02 -6.2706e-02 6.2496e-02 2.9011e-06 -1.5014e-05 1.7706e-02 1.7706e-02 4.4265e-03 4.4265e-03 4.4265e-03 4.4265e-03 1.7706e-02 1.7706e-02 
1.00000 -6.9567e-05 -3.8387e-04 1.9371e-02 -2.0196e-02 -1.9343e-02 2.0213e-02 1.5940e-04 2.6288e-04 5.5961e-03 5.5961e-03 1.3990e-03 1.3990e-03 1.3990e-03 1.3990e-03 5.5961e-03 5.5961e-03 
0.10000 -7.0418e-04 5.2456e-05 5.8913e-03 -6.1119e-03 -6.2039e-03 5.9545e-03 2.8852e-04 -9.2473e-05 1.7088e-03 1.7088e-03 4.2719e-04 4.2719e-04 4.2719e-04 4.2719e-04 1.7088e-03 1.7088e-03 
0.01000 -2.8185e-04 1.9025e-04 1.8467e-03 -1.8782e-03 -2.0399e-03 1.9783e-03 9.7409e-05 -7.6015e-05 5.4717e-04 5.4717e-04 1.3679e-04 1.3679e-04 1.3679e-04 1.3679e-04 5.4717e-04 5.4717e-04 
0.00100 -9.0458e-05 8.0727e-05 5.8524e-04 -5.8757e-04 -6.4784e-04 6.4040e-04 3.0914e-05 -2.8726e-05 1.7383e-04 1.7383e-04 4.3458e-05 4.3458e-05 4.3458e-05 4.3458e-05 1.7383e-04 1.7383e-04 
14  14  -30.000  0.000  
5
10.00000 3.7391e-06 -2.0570e-06 6.2775e-02 -6.2407e-02 -6.2810e-02 6.2339e-02 -1.4716e-06 9.4455e-07 1.7701e-02 1.7701e-02 4.4253e-03 4.4253e-03 4.4253e-03 4.4253e-03 1.7701e-02 1.7701e-02 
1.00000 4.2284e-06 1.8621e-04 1.8767e-02 -2.0318e-02 -1.8140e-02 2.1384e-02 -1.1218e-05 -6.0612e-05 5.5699e-03 5.5699e-03 1.3925e-03 1.3925e-03 1.3925e-03 1.3925e-03 5.5699e-03 5.5699e-03 
0.10000 3.3587e-04 -2.1200e-05 5.7725e-03 -5.9836e-03 -4.6355e-03 5.5135e-03 -7.8006e-05 1.8483e-05 1.5478e-03 1.5478e-03 3.8694e-04 3.8694e-04 3.8694e-04 3.8694e-04 1.5478e-03 1.5478e-03 
0.01000 1.3503e-04 -9.0507e-05 1.8082e-03 -1.8412e-03 -1.4649e-03 1.5524e-03 -2.6491e-05 2.0193e-05 4.6939e-04 4.6939e-04 1.1735e-04 1.1735e-04 1.1735e-04 1.1735e-04 4.6939e-04 4.6939e-04 
0.00100 4.3392e-05 -3.8633e-05 5.7267e-04 -5.7536e-04 -4.6374e-04 4.7226e-04 -8.3792e-06 7.7537e-06 1.4660e-04 1.4660e-04 3.6650e-05 3.6650e-05 3.6650e-05 3.6650e-05 1.4660e-04 1.4660e-04 
15  15  0.000  0.000  
5
10.00000 -6.4805e-08 8.9737e-06 6.2544e-02 -6.2746e-02 -6.2538e-02 6.2703e-02 4.2602e-06 -1.2873e-05 1.7715e-02 1.7715e-02 4.4288e-03 4.4288e-03 4.4288e-03 4.4288e-03 1.7715e-02 1.7715e-02 
1.00000 -9.6745e-05 4.0282e-05 2.1284e-02 -1.9102e-02 -2.0884e-02 2.0006e-02 1.3948e-04 1.4470e-04 5.7518e-03 5.7518e-03 1.4379e-03 1.4379e-03 1.4379e-03 1.4379e-03 5.7518e-03 5.7518e-03 
0.10000 1.8016e-04 2.8279e-05 7.1656e-03 -6.7021e-03 -6.0510e-03 6.3692e-03 1.2627e-04 -5.4507e-05 1.8568e-03 1.8568e-03 4.6421e-04 4.6421e-04 4.6421e-04 4.6421e-04 1.8568e-03 1.8568e-03 
0.01000 7.8086e-05 -4.8492e-05 2.2861e-03 -2.2283e-03 -1.9132e-03 1.9422e-03 4.4257e-05 -3.4329e-05 5.9003e-04 5.9003e-04 1.4751e-04 1.4751e-04 1.4751e-04 1.4751e-04 5.9003e-04 5.9003e-04 
0.00100 2.5028e-05 -2.1933e-05 7.2637e-04 -7.1861e-04 -6.0653e-04 6.0861e-04 1.4299e-05 -1.3142e-05 1.8740e-04 1.8740e-04 4.6849e-05 4.6849e-05 4.6849e-05 4.6849e-05 1.8740e-04 1.8740e-04 
END
