161.227 -162.528 -0.001
161.225 -160.718 -0.001
161.222 -158.908 -0.001
161.220 -157.099 -0.001
161.217 -155.289 -0.001
161.215 -153.479 -0.001
161.213 -151.670 -0.001
161.211 -149.860 -0.001
161.209 -148.050 -0.001
161.208 -146.240 -0.001
161.206 -144.431 -0.001
161.204 -142.621 -0.001
161.203 -140.811 -0.001
161.202 -139.002 -0.001
161.201 -137.192 -0.001
161.200 -135.382 -0.001
161.199 -133.573 -0.001
161.198 -131.763 -0.001
161.197 -129.953 -0.001
161.197 -128.144 -0.001
161.196 -126.334 -0.001
161.196 -124.524 -0.001
161.196 -122.715 -0.001
161.195 -120.905 -0.001
161.195 -119.095 -0.001
161.196 -117.285 -0.001
161.196 -115.476 -0.001
161.196 -113.666 -0.001
161.197 -111.856 -0.001
161.197 -110.047 -0.001
161.198 -108.237 -0.001
161.199 -106.427 -0.001
161.200 -104.618 -0.001
161.201 -102.808 -0.001
161.202 -100.998 -0.001
161.203 -99.189 -0.001
161.204 -97.379 -0.001
161.206 -95.569 -0.001
161.208 -93.760 -0.001
161.209 -91.950 -0.001
161.211 -90.140 -0.001
161.213 -88.330 -0.001
161.215 -86.521 -0.001
161.217 -84.711 -0.001
161.220 -82.901 -0.001
161.222 -81.092 -0.001
161.225 -79.282 -0.001
161.227 -77.472 -0.001
161.230 -75.663 -0.001
161.233 -73.853 -0.001
161.236 -72.043 -0.001
161.239 -70.233 -0.001
161.242 -68.424 -0.001
161.246 -66.614 -0.001
161.249 -64.804 -0.001
161.253 -62.994 -0.001
161.256 -61.185 -0.001
161.260 -59.375 -0.001
161.264 -57.565 -0.001
161.268 -55.755 -0.001
161.272 -53.946 -0.001
161.277 -52.136 -0.001
161.281 -50.326 -0.001
161.286 -48.516 -0.001
161.290 -46.706 -0.001
161.295 -44.897 -0.001
161.300 -43.087 -0.001
161.305 -41.277 -0.001
161.310 -39.467 -0.001
161.315 -37.657 -0.001
161.320 -35.848 -0.001
161.326 -34.038 -0.001
161.331 -32.228 -0.001
161.337 -30.418 -0.001
161.343 -28.608 -0.001
161.349 -26.798 -0.001
161.355 -24.988 -0.001
161.361 -23.179 -0.001
161.367 -21.369 -0.001
161.373 -19.559 -0.001
161.380 -17.749 -0.001
161.386 -15.939 -0.001
161.393 -14.129 -0.001
161.400 -12.319 -0.001
161.407 -10.509 -0.001
161.414 -8.699 -0.001
161.421 -6.889 -0.001
161.428 -5.079 -0.001
161.436 -3.269 -0.001
161.443 -1.460 -0.001
161.451 0.350 -0.001
161.459 2.160 -0.001
161.466 3.970 -0.001
161.474 5.780 -0.001
161.483 7.590 -0.001
161.491 9.401 -0.001
161.499 11.211 -0.001
161.508 13.021 -0.001
161.516 14.831 -0.001
161.525 16.641 -0.001
161.534 18.451 -0.001
161.542 20.261 -0.001
161.551 22.071 -0.001
161.561 23.881 -0.001
161.570 25.691 -0.001
161.579 27.501 -0.001
161.589 29.312 -0.001
161.598 31.122 -0.001
161.608 32.932 -0.001
161.618 34.742 -0.001
161.628 36.552 -0.001
161.638 38.362 -0.001
161.648 40.173 -0.001
161.658 41.983 -0.001
161.669 43.793 -0.001
161.679 45.603 -0.001
161.690 47.414 -0.001
161.700 49.224 -0.001
161.711 51.034 -0.001
161.722 52.845 -0.001
161.733 54.655 -0.001
161.745 56.465 -0.001
161.756 58.276 -0.001
161.767 60.086 -0.001
161.779 61.896 -0.001
161.791 63.707 -0.001
161.802 65.517 -0.001
161.814 67.328 -0.001
161.826 69.138 -0.001
161.839 70.948 -0.001
161.851 72.759 -0.001
161.863 74.569 -0.001
161.876 76.380 -0.001
161.888 78.190 -0.001
161.901 80.001 -0.001
161.914 81.811 -0.001
161.927 83.622 -0.001
161.940 85.433 -0.001
161.953 87.243 -0.001
161.966 89.054 -0.001
161.980 90.864 -0.001
161.993 92.675 -0.001
162.007 94.486 -0.001
162.021 96.296 -0.001
162.034 98.107 -0.001
162.048 99.918 -0.001
162.063 101.728 -0.001
162.077 103.539 -0.001
162.091 105.350 -0.001
162.106 107.161 -0.001
162.120 108.971 -0.001
162.135 110.782 -0.001
162.150 112.593 -0.001
162.165 114.404 -0.001
162.180 116.215 -0.001
162.195 118.026 -0.001
162.210 119.836 -0.001
162.225 121.647 -0.001
162.241 123.458 -0.001
162.256 125.269 -0.001
162.272 127.080 -0.001
162.288 128.891 -0.001
162.304 130.702 -0.001
162.320 132.513 -0.001
162.336 134.324 -0.001
162.353 136.135 -0.001
162.369 137.946 -0.001
162.386 139.758 -0.001
162.402 141.569 -0.001
162.419 143.380 -0.001
162.436 145.191 -0.001
162.453 147.002 -0.001
162.470 148.813 -0.001
162.487 150.625 -0.001
162.505 152.436 -0.001
162.522 154.247 -0.001
162.540 156.058 -0.001
162.557 157.870 -0.001
162.575 159.681 -0.001
162.593 161.492 -0.001
162.611 163.304 -0.001
162.629 165.115 -0.001
162.648 166.927 -0.001
159.384 -162.531 -0.001
159.382 -160.721 -0.001
159.379 -158.911 -0.001
159.377 -157.101 -0.001
159.374 -155.291 -0.001
159.372 -153.481 -0.001
159.370 -151.672 -0.001
159.368 -149.862 -0.001
159.366 -148.052 -0.001
159.365 -146.242 -0.001
159.363 -144.432 -0.001
159.361 -142.622 -0.001
159.360 -140.813 -0.001
159.359 -139.003 -0.001
159.358 -137.193 -0.001
159.357 -135.383 -0.001
159.356 -133.573 -0.001
159.355 -131.764 -0.001
159.354 -129.954 -0.001
159.354 -128.144 -0.001
