109
-71.601  192.842  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
-71.314  150.226  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
-22.222  287.443  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
-17.674  240.249  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
-15.480  200.309  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
-15.782  150.988  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
-12.873  106.957  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
41.858  108.217  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
319.203  -310.405  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
379.630  -305.293  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
314.010  -263.083  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
269.851  -262.697  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
380.037  -251.343  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
269.993  -215.320  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
380.265  -217.822  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
321.657  -210.792  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
213.780  -169.623  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
325.437  -176.720  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
386.689  -168.904  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
280.277  -165.053  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
273.095  -125.861  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
330.602  -92.999  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
390.028  -88.498  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
268.427  -77.192  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
225.533  -64.411  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
270.321  -22.712  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
158.656  -214.379  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
158.926  -29.524  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
209.944  -217.750  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
99.105  63.067  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
-12.177  32.371  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
103.969  -215.249  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
101.355  -170.515  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
101.691  -121.279  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
101.640  -77.494  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
102.406  -29.523  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
48.500  -168.289  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
47.894  -77.346  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
-9.259  -168.445  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
-7.283  -125.639  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
158.209  -170.226  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
158.060  -121.841  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
157.456  -76.626  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
170.007  60.034  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
143.750  6.437  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
219.054  0.790  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
216.566  -310.035  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
212.944  -263.053  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
