109
-60.690  -125.006  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
-47.571  -159.698  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
-63.469  34.688  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
-67.285  -24.302  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
-154.690  54.495  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
-147.494  -38.499  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
-165.988  22.255  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
-135.510  12.901  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
-169.308  -49.672  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
407.129  199.928  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
387.530  108.093  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
358.378  136.692  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
350.183  202.529  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
317.556  134.428  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
329.654  171.250  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
322.464  240.990  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
291.053  99.297  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
288.681  139.649  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
288.235  200.223  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
237.597  78.813  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
236.955  126.021  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
242.647  184.073  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
230.123  222.062  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
228.242  292.000  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
188.006  63.572  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
179.179  120.615  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
178.594  184.125  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
177.551  231.708  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
176.187  272.457  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
138.306  116.726  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
129.552  218.994  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
128.420  262.216  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
103.924  149.106  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
66.915  149.303  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
59.434  223.615  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
133.808  77.696  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
381.429  85.612  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
367.442  262.770  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
370.490  310.404  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
317.440  76.607  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
313.753  259.759  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
84.694  292.733  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
40.294  154.159  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
37.014  202.525  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
34.054  245.371  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
33.189  292.870  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
-407.129  269.644  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
-353.802  270.313  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
-300.566  274.630  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
-298.003  229.767  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
-242.237  278.860  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
-247.927  226.353  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
-185.676  279.428  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
-183.435  196.381  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
-131.741  292.261  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
-129.145  237.332  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
-127.978  191.611  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
-125.771  147.794  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
-124.626  103.384  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
-81.199  285.553  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
-75.408  241.048  6  1.000 0.500 5.000 1.000 50.000 15.000 100.000 25.000 150.000 50.000 200.000 100.000 
